"","mens","womens","newbie","segment","visit","conversion","recency_1","recency_10","recency_11","recency_12","recency_2","recency_3","recency_4","recency_5","recency_6","recency_7","recency_8","recency_9","recency_1.1","recency_2.1","recency_3.1","recency_4.1","recency_5.1","recency_6.1","recency_7.1","zip_code_Rural","zip_code_Surburban","zip_code_Urban","channel_Multichannel","channel_Phone","channel_Web","leaf_index","n11","n12","n21","n22","pi_1","pi_2","phi","causal_effect_model","bias","N"
"1",1,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,0,NA,8,70,352,53,371,0.165876777251185,0.125,0.0408767772511848,-0.0725454615651905,0.113422238816375,846
"2",1,0,0,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,0,NA,0,NA,9,3,66,8,65,0.0434782608695652,0.10958904109589,-0.0661107802263252,0.0166666666666667,0.0827774468929919,142
"3",1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,1,0,NA,0,NA,10,2,47,7,36,0.0408163265306122,0.162790697674419,-0.121974371143806,0.0395256916996047,0.161500062843411,92
"4",1,0,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,1,0,NA,0,NA,14,33,325,30,315,0.0921787709497207,0.0869565217391304,0.00522224921059024,-0.0331158676467549,0.0383381168573451,703
"5",1,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,0,NA,NA,NA,0,0,1,0,NA,0,NA,15,1,48,3,74,0.0204081632653061,0.038961038961039,-0.0185528756957328,0.0537234042553191,0.072276279951052,126
"6",1,0,1,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,0,NA,0,NA,16,5,46,2,67,0.0980392156862745,0.0289855072463768,0.0690537084398977,0.0527972027972028,0.0162565056426949,120
"7",1,0,1,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,1,0,NA,0,NA,17,6,48,1,40,0.111111111111111,0.024390243902439,0.0867208672086721,0.0907012195121951,0.00398035230352303,95
"8",1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,1,0,21,69,652,54,622,0.0957004160887656,0.0798816568047337,0.0158187592840319,-0.00117138838657826,0.0169901476706101,1397
"9",1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,0,NA,0,0,1,0,0,1,0,22,8,50,4,67,0.137931034482759,0.0563380281690141,0.0815930063137445,0.0752380952380952,0.00635491107564931,129
"10",1,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,0,0,1,0,23,4,43,1,39,0.0851063829787234,0.025,0.0601063829787234,0.105263157894737,0.0451567749160134,87
"11",1,0,1,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,1,0,0,1,0,24,1,35,3,31,0.0277777777777778,0.0882352941176471,-0.0604575163398693,0.142857142857143,0.203314659197012,70
"12",1,0,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,0,NA,NA,NA,NA,27,2,15,3,12,0.117647058823529,0.2,-0.0823529411764706,-0.278571428571429,0.196218487394958,32
"13",1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,NA,0,NA,0,NA,NA,29,6,38,13,41,0.136363636363636,0.240740740740741,-0.104377104377104,-0.131489361702128,0.0271122573250233,98
