"","mens","womens","newbie","segment","visit","conversion","recency_1","recency_10","recency_11","recency_12","recency_2","recency_3","recency_4","recency_5","recency_6","recency_7","recency_8","recency_9","recency_1.1","recency_2.1","recency_3.1","recency_4.1","recency_5.1","recency_6.1","recency_7.1","zip_code_Rural","zip_code_Surburban","zip_code_Urban","channel_Multichannel","channel_Phone","channel_Web","leaf_index","n11","n12","n21","n22","pi_1","pi_2","phi","causal_effect_model","bias","N"
"1",1,0,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,3,11,63,17,72,0.148648648648649,0.191011235955056,-0.0423625873064075,-0.110987791342952,0.0686252040365447,163
"2",1,0,0,NA,NA,0,NA,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,6,27,173,18,152,0.135,0.105882352941176,0.0291176470588235,-0.0885602583715791,0.117677905430403,370
"3",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,0,0,NA,NA,NA,1,0,0,8,27,156,27,182,0.147540983606557,0.129186602870813,0.018354380735744,-0.0561950382498034,0.0745494189855474,392
"4",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,9,284,1799,252,1822,0.13634181469035,0.121504339440694,0.0148374752496561,0.00691513857051128,0.00792233667914485,4157
"5",1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,13,65,771,40,760,0.0777511961722488,0.05,0.0277511961722488,-0.00995601205109313,0.0377072082233419,1636
"6",1,0,1,NA,NA,0,NA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,15,2,26,0,34,0.0714285714285714,0,0.0714285714285714,0,0.0714285714285714,62
"7",1,0,1,NA,NA,0,NA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,NA,NA,0,0,NA,NA,16,0,46,2,38,0,0.05,-0.05,0.0540540540540541,0.104054054054054,86
"8",1,0,1,NA,NA,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,17,5,59,5,73,0.078125,0.0641025641025641,0.0140224358974359,0.0869408369408369,0.072918401043401,142
"9",1,0,1,NA,NA,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,21,5,76,4,53,0.0617283950617284,0.0701754385964912,-0.00844704353476283,-0.0666666666666667,0.0582196231319038,138
"10",1,0,1,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,23,72,451,49,481,0.137667304015296,0.0924528301886792,0.0452144738266171,0.00575727263319965,0.0394572011934175,1053
