"","mens","womens","newbie","segment","visit","conversion","recency_1","recency_10","recency_11","recency_12","recency_2","recency_3","recency_4","recency_5","recency_6","recency_7","recency_8","recency_9","recency_1.1","recency_2.1","recency_3.1","recency_4.1","recency_5.1","recency_6.1","recency_7.1","zip_code_Rural","zip_code_Surburban","zip_code_Urban","channel_Multichannel","channel_Phone","channel_Web","leaf_index","n11","n12","n21","n22","pi_1","pi_2","phi","causal_effect_model","bias","N"
"1",1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,NA,0,NA,NA,NA,NA,4,5,40,7,42,0.111111111111111,0.142857142857143,-0.0317460317460317,-0.184782608695652,0.15303657694962,94
"2",1,0,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,5,5,34,6,30,0.128205128205128,0.166666666666667,-0.0384615384615385,-0.0304347826086956,0.00802675585284282,75
"3",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,6,540,4212,472,4269,0.113636363636364,0.0995570554735288,0.0140793081628348,0.0117252359523571,0.00235407221047776,9493
"4",NA,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,0,1,0,11,10,20,8,20,0.333333333333333,0.285714285714286,0.0476190476190476,-0.220508166969147,0.268127214588195,58
"5",NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,NA,0,NA,12,15,33,10,35,0.3125,0.222222222222222,0.0902777777777778,-0.0150375939849624,0.10531537176274,93
"6",NA,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,1,0,0,NA,NA,NA,18,63,253,62,289,0.199367088607595,0.176638176638177,0.0227289119694183,-0.0109527696278485,0.0336816815972668,667
"7",NA,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NA,0,NA,NA,NA,1,0,0,NA,NA,NA,19,6,37,5,29,0.13953488372093,0.147058823529412,-0.00752393980848154,0.125307125307125,0.132831065115607,77
"8",0,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,1,21,15,40,5,48,0.272727272727273,0.0943396226415094,0.178387650085763,-0.00586940572267058,0.184257055808434,108
"9",0,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,1,0,0,0,0,0,1,0,0,0,1,0,22,5,50,4,41,0.0909090909090909,0.0888888888888889,0.00202020202020202,0.16078431372549,0.158764111705288,100
"10",NA,1,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,NA,NA,NA,1,0,0,NA,NA,NA,23,10,36,7,47,0.217391304347826,0.12962962962963,0.0877616747181965,0.151595744680851,0.0638340699626546,100
