"","mens","womens","newbie","segment","visit","conversion","recency_1","recency_10","recency_11","recency_12","recency_2","recency_3","recency_4","recency_5","recency_6","recency_7","recency_8","recency_9","recency_1.1","recency_2.1","recency_3.1","recency_4.1","recency_5.1","recency_6.1","recency_7.1","zip_code_Rural","zip_code_Surburban","zip_code_Urban","channel_Multichannel","channel_Phone","channel_Web","leaf_index","n11","n12","n21","n22","pi_1","pi_2","phi","causal_effect_model","bias","N"
"1",1,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,NA,0,NA,NA,NA,NA,4,4,35,7,53,0.102564102564103,0.116666666666667,-0.0141025641025641,-0.20156862745098,0.187466063348416,99
"2",1,0,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,5,2,32,6,41,0.0588235294117647,0.127659574468085,-0.0688360450563204,0,0.0688360450563204,81
"3",1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,0,NA,NA,NA,NA,1,0,0,8,3,25,2,31,0.107142857142857,0.0606060606060606,0.0465367965367965,-0.149443561208267,0.195980357745064,61
"4",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,1,0,0,9,46,377,39,362,0.108747044917258,0.0972568578553616,0.0114901870618961,-0.0162763466042155,0.0277665336661116,824
"5",1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,0,1,16,35,333,42,328,0.0951086956521739,0.113513513513514,-0.0184048178613396,-0.0700009228862609,0.0515961050249213,738
"6",1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,NA,NA,NA,0,0,1,17,3,31,7,43,0.0882352941176471,0.14,-0.0517647058823529,0.0745614035087719,0.126326109391125,84
"7",1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,NA,NA,NA,0,0,1,18,7,43,4,60,0.14,0.0625,0.0775,0.0307692307692308,0.0467307692307692,114
"8",1,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,1,0,0,0,0,0,NA,NA,NA,0,1,0,20,39,375,35,390,0.0942028985507246,0.0823529411764706,0.0118499573742541,-0.00164541341011928,0.0134953707843733,839
"9",1,0,1,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,1,0,22,1,36,1,42,0.027027027027027,0.0232558139534884,0.00377121307353866,0.0238095238095238,0.0200383107359852,80
"10",1,0,0,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,1,0,23,3,38,3,36,0.0731707317073171,0.0769230769230769,-0.00375234521575986,0.1,0.10375234521576,80
"11",1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,NA,NA,24,15,80,8,88,0.157894736842105,0.0833333333333333,0.0745614035087719,0.0712530712530713,0.00330833225570067,191
"12",1,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,NA,0,NA,NA,27,6,26,4,35,0.1875,0.102564102564103,0.0849358974358974,-0.076095947063689,0.161031844499586,71
"13",1,0,1,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,NA,0,NA,NA,28,5,21,2,33,0.192307692307692,0.0571428571428571,0.135164835164835,0.0984848484848485,0.0366799866799867,61
"14",1,0,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,29,3,46,2,57,0.0612244897959184,0.0338983050847458,0.0273261847111726,0.117204301075269,0.0898781163640962,108
"15",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,30,324,2745,300,2809,0.105571847507331,0.0964940495336121,0.00907779797371928,0.02878121566849,0.0197034176947707,6178
"16",0,1,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,0,1,38,5,25,5,17,0.166666666666667,0.227272727272727,-0.0606060606060606,-0.279761904761905,0.219155844155844,52
"17",0,1,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,NA,NA,0,0,1,39,25,109,11,110,0.186567164179104,0.0909090909090909,0.0956580732700136,-0.0699679230152365,0.16562599628525,255
"18",0,1,1,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,NA,NA,NA,0,0,1,40,11,86,2,80,0.11340206185567,0.024390243902439,0.0890118179532311,-0.00842911877394636,0.0974409367271774,179
"19",0,1,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,0,1,41,8,20,8,35,0.285714285714286,0.186046511627907,0.0996677740863787,0.0842911877394636,0.0153765863469151,71
"20",0,1,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,43,2,30,4,36,0.0625,0.1,-0.0375,-0.0543589743589744,0.0168589743589744,72
"21",0,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,45,57,317,39,324,0.152406417112299,0.107438016528926,0.0449684005833738,0.0501538215379245,0.00518542095455063,737
"22",0,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,46,5,25,2,24,0.166666666666667,0.0769230769230769,0.0897435897435897,0.181818181818182,0.0920745920745921,56
"23",1,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,48,3,26,8,21,0.103448275862069,0.275862068965517,-0.172413793103448,-0.11402027027027,0.058393522833178,58
"24",1,1,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,50,12,39,4,35,0.235294117647059,0.102564102564103,0.132730015082956,-0.086687306501548,0.219417321584504,90
"25",1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,51,69,201,46,220,0.255555555555556,0.172932330827068,0.0826232247284879,0.127077433565033,0.0444542088365454,536
