,pldel,birattnd,mager8,ormoth,mrace,meduc6,dmar,mplbir,mpre5,adequacy,orfath,frace,gestat10,anemia,cardiac,lung,diabetes,herpes,hydra,hemo,chyper,phyper,eclamp,incervix,pre4000,preterm,renal,rh,uterine,othermr,tobacco,alcohol,cigar6,drink5,nprevistq,dfageq,feduc6,dlivord_min,dtotord_min,mplbir_reg,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,1.0,,,,,,,0.0,0.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.314286,98,282,48,133,0.2578947368421053,0.26519337016574585,-0.007298633323640558,0.32158463332364057,561
1,,,,,,,,,1.0,1.0,,,0.0,,,0.0,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.26,27,89,22,67,0.23275862068965517,0.24719101123595505,-0.014432390546299884,0.27443239054629986,205
2,,,,,,,,1.0,0.0,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,0.293333,51,138,39,102,0.2698412698412698,0.2765957446808511,-0.006754474839581248,0.30008747483958126,330
3,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,1.0,,1.0,,,,0.036145,3,132,1,81,0.022222222222222223,0.012195121951219513,0.01002710027100271,0.026117899728997286,217
4,,,,,,,,,,,,,1.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,0.0,,,1.0,,,0.065476,6,165,4,113,0.03508771929824561,0.03418803418803419,0.0008996851102114206,0.06457631488978859,288
5,,,,,,,,1.0,0.0,,,,0.0,,,,,0.0,,0.0,,,,,,,0.0,,,,,,,,,,,1.0,,,0.379032,30,133,29,95,0.18404907975460122,0.23387096774193547,-0.04982188798733425,0.42885388798733426,287
6,1.0,,,,,,,,,,,,1.0,,,0.0,,,,0.0,,,,,0.0,,,,,,,,,,1.0,,0.0,,,,0.060345,2,130,6,107,0.015151515151515152,0.05309734513274336,-0.03794582998122821,0.0982908299812282,245
7,1.0,,,,,,,,,,,,1.0,,0.0,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,0.0,,,0.016807,2,152,0,123,0.012987012987012988,0.0,0.012987012987012988,0.003819987012987011,277
