,pldel,birattnd,mager8,ormoth,mrace,meduc6,dmar,mplbir,mpre5,adequacy,orfath,frace,gestat10,anemia,cardiac,lung,diabetes,herpes,hydra,hemo,chyper,phyper,eclamp,incervix,pre4000,preterm,renal,rh,uterine,othermr,tobacco,alcohol,cigar6,drink5,nprevistq,dfageq,feduc6,dlivord_min,dtotord_min,mplbir_reg,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,1.0,,1.0,,,,,0.0,,,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,0.0,,0.109589,18,127,16,72,0.12413793103448276,0.18181818181818182,-0.057680250783699066,0.16726925078369909,233
1,,,0.0,,,,,0.0,,,,,0.0,,0.0,,,,,0.0,,,,,0.0,,,0.0,,,,,,,,,,,0.0,,0.308036,39,138,30,72,0.22033898305084745,0.29411764705882354,-0.07377866400797609,0.38181466400797603,279
2,1.0,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,1.0,1.0,0.253731,20,111,9,66,0.15267175572519084,0.12,0.03267175572519085,0.22105924427480914,206
3,1.0,,,,,,,1.0,,,,,0.0,,0.0,,,,,0.0,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,1.0,0.259259,40,107,31,84,0.272108843537415,0.26956521739130435,0.0025436261461106446,0.2567153738538894,262
4,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,1.0,0.0,0.205128,12,93,18,70,0.11428571428571428,0.20454545454545456,-0.09025974025974028,0.2953877402597403,193
5,,,,,,,,1.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,0.0,0.315476,59,156,49,101,0.2744186046511628,0.32666666666666666,-0.05224806201550386,0.36772406201550384,365
6,,,,,,,,1.0,,,,,,,,,,0.0,,0.0,,,,,,,,,,,1.0,,1.0,,,,,,,,0.115044,6,99,20,89,0.05714285714285714,0.1834862385321101,-0.12634338138925297,0.24138738138925298,214
7,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,0.013953,6,199,4,216,0.02926829268292683,0.01818181818181818,0.01108647450110865,0.00286652549889135,425
8,,,0.0,,,,,0.0,,,,,1.0,,,0.0,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,0.043011,5,146,2,81,0.033112582781456956,0.024096385542168676,0.00901619723928828,0.03399480276071172,234
