,pldel,birattnd,mager8,ormoth,mrace,meduc6,dmar,mplbir,mpre5,adequacy,orfath,frace,gestat10,anemia,cardiac,lung,diabetes,herpes,hydra,hemo,chyper,phyper,eclamp,incervix,pre4000,preterm,renal,rh,uterine,othermr,tobacco,alcohol,cigar6,drink5,nprevistq,dfageq,feduc6,dlivord_min,dtotord_min,mplbir_reg,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,1.0,,,,,,,0.0,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,,,0.0,1.0,,,0.241758,32,131,20,94,0.19631901840490798,0.17543859649122806,0.02088042191367992,0.22087757808632008,277
1,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,1.0,,1.0,,,,0.0,1.0,,,0.144,15,148,19,82,0.09202453987730061,0.18811881188118812,-0.09609427200388751,0.2400942720038875,264
2,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,1.0,1.0,,,0.297619,37,118,31,66,0.23870967741935484,0.31958762886597936,-0.08087795144662452,0.37849695144662454,252
3,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,1.0,,,,,,,0.0,0.0,,,0.168224,17,129,19,70,0.11643835616438356,0.21348314606741572,-0.09704478990303217,0.26526878990303215,235
4,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,1.0,0.0,,,0.307087,47,138,32,90,0.25405405405405407,0.26229508196721313,-0.00824102791315906,0.31532802791315906,307
5,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,0.0,0.0,,,0.211823,36,210,30,127,0.14634146341463414,0.1910828025477707,-0.044741339133136576,0.2565643391331366,403
6,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,0.0,,,,,,0.0,,0.0,,,,0.0,1.0,,,0.18254,17,112,23,105,0.13178294573643412,0.1796875,-0.04790455426356588,0.2304445542635659,257
7,1.0,,,,,,,,,,,,1.0,,,,,,,0.0,,,,,,,,,,,,,,,,,1.0,,,,0.011236,10,246,5,155,0.0390625,0.03125,0.0078125,0.0034234999999999995,416
