,pldel,birattnd,mager8,ormoth,mrace,meduc6,dmar,mplbir,mpre5,adequacy,orfath,frace,gestat10,anemia,cardiac,lung,diabetes,herpes,hydra,hemo,chyper,phyper,eclamp,incervix,pre4000,preterm,renal,rh,uterine,othermr,tobacco,alcohol,cigar6,drink5,nprevistq,dfageq,feduc6,dlivord_min,dtotord_min,mplbir_reg,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,,,,,,,1.0,,,,,,0.0,,,,,,,0.0,,,0.0,,,,0.0,,,1.0,,,,,,,,1.0,,,0.289474,23,88,18,64,0.2072072072072072,0.21951219512195122,-0.01230498791474402,0.301778987914744,193
1,1.0,,,,,,1.0,,,,,,0.0,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,1.0,,,0.34375,54,164,45,120,0.24770642201834864,0.2727272727272727,-0.02502085070892407,0.36877085070892407,383
2,1.0,,,,,,1.0,,,,,,0.0,,0.0,0.0,,0.0,,0.0,,,,,0.0,,,,,0.0,,,,,,,,0.0,,,0.275109,46,156,43,100,0.22772277227722773,0.3006993006993007,-0.07297652842207294,0.34808552842207297,345
3,1.0,,,,,,1.0,,,,,,0.0,,,,,0.0,,0.0,,,,,0.0,0.0,0.0,,,1.0,,,,,,,,0.0,,,0.342466,25,116,23,59,0.1773049645390071,0.2804878048780488,-0.10318284033904171,0.44564884033904173,223
4,1.0,,,,,,,,,,,,1.0,,,0.0,,,,0.0,,,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,3,120,1,110,0.024390243902439025,0.009009009009009009,0.015381234893430016,0.015381234893430016,234
5,,,,,,,,,,,,,1.0,,0.0,,,0.0,,0.0,0.0,,,,,,0.0,,,,0.0,,0.0,,0.0,,,1.0,,,0.067227,2,112,1,66,0.017543859649122806,0.014925373134328358,0.002618486514794448,0.06460851348520555,181
6,,,,,,,,,,,,,1.0,,0.0,0.0,,,,0.0,,,,0.0,0.0,,,0.0,,,1.0,,1.0,,,,,,,,0.066667,5,129,6,113,0.03731343283582089,0.05042016806722689,-0.013106735231406,0.079773735231406,253
7,1.0,,,,,,0.0,,,,,,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,0.311475,27,86,34,75,0.23893805309734514,0.3119266055045872,-0.07298855240724203,0.38446355240724206,222
8,1.0,,,,,,,,,,,,1.0,,,,,,,0.0,,,,,,,0.0,,,,0.0,,0.0,,1.0,,,,,,0.02,5,218,7,146,0.02242152466367713,0.0457516339869281,-0.023330109323250973,0.04333010932325097,376
