,pldel,birattnd,mager8,ormoth,mrace,meduc6,dmar,mplbir,mpre5,adequacy,orfath,frace,gestat10,anemia,cardiac,lung,diabetes,herpes,hydra,hemo,chyper,phyper,eclamp,incervix,pre4000,preterm,renal,rh,uterine,othermr,tobacco,alcohol,cigar6,drink5,nprevistq,dfageq,feduc6,dlivord_min,dtotord_min,mplbir_reg,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,,,,,0.0,,,,0.0,0.0,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,0.285714,45,172,44,109,0.2073732718894009,0.2875816993464052,-0.0802084274570043,0.3659224274570043,370
1,,,,,1.0,,,,,,,,0.0,,,0.0,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,0.253012,53,127,36,80,0.29444444444444445,0.3103448275862069,-0.015900383141762453,0.26891238314176247,296
2,,,,,,,,,,,,,1.0,,,0.0,,,,0.0,,,,0.0,,,,,,,1.0,,1.0,,,,,,,,0.083333,4,143,3,98,0.027210884353741496,0.0297029702970297,-0.002492085943288206,0.0858250859432882,248
3,1.0,,,,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,1.0,,,,,0.320988,41,132,23,73,0.23699421965317918,0.23958333333333334,-0.002589113680154159,0.3235771136801542,269
4,1.0,,,,0.0,,,,,1.0,,,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.292135,18,77,21,53,0.18947368421052632,0.28378378378378377,-0.09431009957325745,0.38644509957325746,169
5,1.0,,,,0.0,,,1.0,0.0,0.0,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,0.307692,38,121,40,85,0.2389937106918239,0.32,-0.0810062893081761,0.3886982893081761,284
6,,,,,,,,,,,,,1.0,,,,,,,0.0,,,,,0.0,,,,,,0.0,,0.0,,,,,,1.0,,0.030928,5,109,2,93,0.043859649122807015,0.021052631578947368,0.022807017543859647,0.008120982456140353,209
7,,,,,,,,0.0,,,,,1.0,,,,,,,0.0,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,,0.047337,2,182,3,107,0.010869565217391304,0.02727272727272727,-0.016403162055335967,0.06374016205533596,294
8,1.0,0.0,,,,,,1.0,,,,,1.0,,,0.0,,,,,,,,,,0.0,,,,,0.0,,0.0,,,,,,0.0,,0.018987,1,138,2,131,0.007194244604316547,0.015037593984962405,-0.007843349380645858,0.02683034938064586,272
