,pldel,birattnd,mager8,ormoth,mrace,meduc6,dmar,mplbir,mpre5,adequacy,orfath,frace,gestat10,anemia,cardiac,lung,diabetes,herpes,hydra,hemo,chyper,phyper,eclamp,incervix,pre4000,preterm,renal,rh,uterine,othermr,tobacco,alcohol,cigar6,drink5,nprevistq,dfageq,feduc6,dlivord_min,dtotord_min,mplbir_reg,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,1.0,,,,,,,,,,,1.0,0.0,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,0.265,42,123,28,73,0.2545454545454545,0.27722772277227725,-0.022682268226822733,0.28768226822682275,266
1,1.0,,,,,,,0.0,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,1.0,0.34375,36,115,24,57,0.23841059602649006,0.2962962962962963,-0.05788570026980622,0.4016357002698062,232
2,1.0,,,,,,,1.0,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.313433,38,128,54,118,0.2289156626506024,0.313953488372093,-0.08503782572149063,0.3984708257214906,338
3,1.0,,,,,,,0.0,,,,0.0,0.0,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.293194,36,159,30,85,0.18461538461538463,0.2608695652173913,-0.07625418060200667,0.3694481806020067,310
4,,,,,0.0,,,1.0,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,1.0,0.291667,26,90,32,89,0.22413793103448276,0.2644628099173554,-0.04032487888287262,0.3319918788828726,237
5,,,,,,,,1.0,,,,,1.0,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,0.04918,3,105,3,105,0.027777777777777776,0.027777777777777776,0.0,0.04918,216
6,,,,0.0,,1.0,,0.0,,,,,1.0,,0.0,0.0,,,,0.0,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,0.028986,1,143,1,84,0.006944444444444444,0.011764705882352941,-0.004820261437908497,0.0338062614379085,229
7,1.0,,,,,,,1.0,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.025806,4,153,1,130,0.025477707006369428,0.007633587786259542,0.017844119220109887,0.007961880779890112,288
8,,,,,,0.0,,0.0,,,,,1.0,,,0.0,,,,0.0,,,,,0.0,,,0.0,,,,,,,,,,,,,0.034682,8,175,8,104,0.04371584699453552,0.07142857142857142,-0.027712724434035906,0.0623947244340359,295
