,pldel,birattnd,mager8,ormoth,mrace,meduc6,dmar,mplbir,mpre5,adequacy,orfath,frace,gestat10,anemia,cardiac,lung,diabetes,herpes,hydra,hemo,chyper,phyper,eclamp,incervix,pre4000,preterm,renal,rh,uterine,othermr,tobacco,alcohol,cigar6,drink5,nprevistq,dfageq,feduc6,dlivord_min,dtotord_min,mplbir_reg,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,,,,,,1.0,,,,,,,0.0,,,,,0.0,,0.0,,,,,,,0.0,,,1.0,,,,,,,,,,,0.278481,31,117,22,56,0.20945945945945946,0.28205128205128205,-0.07259182259182259,0.3510728225918226,226
1,,,1.0,,,,,,,,,,0.0,,0.0,,,0.0,,0.0,,,0.0,,,,,,,0.0,,,,,,,,,,,0.322581,36,146,34,81,0.1978021978021978,0.2956521739130435,-0.0978499761108457,0.4204309761108457,297
2,1.0,,,,,0.0,,,,,,,1.0,,,0.0,,,,0.0,,,,,0.0,,0.0,,,,,,,,1.0,,,,,,0.07,4,127,7,108,0.030534351145038167,0.06086956521739131,-0.03033521407235314,0.10033521407235314,246
3,,,,,,0.0,,,,,,,0.0,,0.0,,,,,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,0.346154,29,104,32,78,0.21804511278195488,0.2909090909090909,-0.07286397812713602,0.41901797812713604,243
4,1.0,,0.0,,,1.0,,,,,,,0.0,,0.0,,,,,0.0,,,0.0,,0.0,,0.0,,,0.0,,,,,,,,,,,0.258427,31,96,16,51,0.2440944881889764,0.23880597014925373,0.005288518039722662,0.25313848196027733,194
5,,,0.0,,,0.0,,,,,,,0.0,,0.0,,,0.0,,0.0,0.0,,,,0.0,,,,,0.0,,,,,,,,,,,0.282723,58,165,53,132,0.2600896860986547,0.2864864864864865,-0.02639680038783182,0.3091198003878318,408
6,,,,,,,,,,1.0,,,1.0,,0.0,0.0,,,,0.0,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,0.046154,7,126,3,93,0.05263157894736842,0.03125,0.021381578947368418,0.024772421052631582,229
7,1.0,,,,,,,,0.0,0.0,,,1.0,,,,,,,0.0,,,,,0.0,,0.0,,,,,,,,0.0,,,,,,0.015789,5,183,3,141,0.026595744680851064,0.020833333333333332,0.005762411347517732,0.010026588652482269,332
8,1.0,,,,,1.0,,,,,,,1.0,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,1.0,,,,,,0.010204,3,151,2,79,0.01948051948051948,0.024691358024691357,-0.005210838544171877,0.015414838544171876,235
