,pldel,birattnd,mager8,ormoth,mrace,meduc6,dmar,mplbir,mpre5,adequacy,orfath,frace,gestat10,anemia,cardiac,lung,diabetes,herpes,hydra,hemo,chyper,phyper,eclamp,incervix,pre4000,preterm,renal,rh,uterine,othermr,tobacco,alcohol,cigar6,drink5,nprevistq,dfageq,feduc6,dlivord_min,dtotord_min,mplbir_reg,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,1.0,,,,0.0,,,0.0,0.0,,,,0.0,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,1.0,,,0.268817,37,103,24,49,0.2642857142857143,0.3287671232876712,-0.06448140900195692,0.3332984090019569,213
1,,,,,1.0,,,,,,,,0.0,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,0.284946,42,118,39,84,0.2625,0.3170731707317073,-0.05457317073170731,0.3395191707317073,283
2,1.0,,,,0.0,,,1.0,0.0,,,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,1.0,,,,,0.358779,34,125,32,82,0.2138364779874214,0.2807017543859649,-0.0668652763985435,0.4256442763985435,273
3,,,,,0.0,,,1.0,0.0,,,,0.0,,,,,,,0.0,,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.281553,18,104,32,73,0.14754098360655737,0.3047619047619048,-0.15722092115534742,0.4387739211553474,227
4,,,,,0.0,,,0.0,0.0,,,,0.0,,,0.0,,,,0.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,,,0.27907,37,117,18,54,0.24025974025974026,0.25,-0.009740259740259744,0.28881025974025976,226
5,,,,,0.0,,,,1.0,1.0,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,0.192593,17,119,20,89,0.125,0.1834862385321101,-0.0584862385321101,0.2510792385321101,245
6,1.0,,,,0.0,,,,0.0,,,,1.0,,,,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,,0.0,,,0.02439,1,224,4,169,0.0044444444444444444,0.023121387283236993,-0.018676942838792548,0.043066942838792546,398
7,,,,,1.0,,,,,,,,1.0,,,0.0,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,0.042105,2,116,4,84,0.01694915254237288,0.045454545454545456,-0.028505392912172575,0.07061039291217257,206
8,1.0,,,,0.0,,,,0.0,,,,1.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,1.0,,,0.056497,4,183,3,149,0.0213903743315508,0.019736842105263157,0.001653532226287644,0.05484346777371235,339
