"","mens","womens","newbie","segment","visit","conversion","recency_1","recency_10","recency_11","recency_12","recency_2","recency_3","recency_4","recency_5","recency_6","recency_7","recency_8","recency_9","recency_1.1","recency_2.1","recency_3.1","recency_4.1","recency_5.1","recency_6.1","recency_7.1","zip_code_Rural","zip_code_Surburban","zip_code_Urban","channel_Multichannel","channel_Phone","channel_Web","leaf_index","n11","n12","n21","n22","pi_1","pi_2","phi","causal_effect_model","bias","N"
"1",1,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,NA,1,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,4,15,105,9,153,0.125,0.0555555555555556,0.0694444444444444,-0.0438181818181818,0.113262626262626,282
"2",0,1,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,NA,1,0,0,1,0,0,0,0,0,0,NA,NA,0,0,1,0,7,4,24,2,34,0.142857142857143,0.0555555555555556,0.0873015873015873,-0.0606060606060606,0.147907647907648,64
"3",0,1,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,NA,1,0,0,1,0,0,0,0,0,0,NA,NA,0,0,0,1,8,2,32,2,44,0.0588235294117647,0.0434782608695652,0.0153452685421995,0.0987224157955865,0.083377147253387,80
"4",0,1,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,NA,1,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,9,5,49,5,44,0.0925925925925926,0.102040816326531,-0.00944822373393803,0.134085213032581,0.143533436766519,103
"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,10,565,3032,289,3210,0.157075340561579,0.0825950271506145,0.0744803134109646,0.0676851754830897,0.00679513792787498,7096
"6",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,491,2333,329,2627,0.173866855524079,0.111299052774019,0.0625678027500604,0.0709587601494927,0.00839095739943232,5780
"7",0,1,NA,NA,NA,NA,1,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,19,27,152,17,201,0.150837988826816,0.0779816513761468,0.0728563374506689,-0.0421639670360898,0.115020304486759,397
"8",0,1,NA,NA,NA,NA,0,0,0,0,0,NA,NA,1,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,21,11,57,4,64,0.161764705882353,0.0588235294117647,0.102941176470588,-0.04995004995005,0.152891226420638,136
"9",0,1,NA,NA,NA,NA,0,0,0,1,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,23,4,18,2,22,0.181818181818182,0.0833333333333333,0.0984848484848485,-0.0606060606060606,0.159090909090909,46
"10",0,1,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,24,118,549,58,575,0.176911544227886,0.0916271721958926,0.0852843720319935,0.0670356733091063,0.0182486987228872,1300
"11",0,1,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,25,14,38,4,36,0.269230769230769,0.1,0.169230769230769,0.17090395480226,0.00167318557149068,92
"12",0,1,1,NA,NA,NA,0,0,0,0,0,NA,NA,0,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27,2,49,1,38,0.0392156862745098,0.0256410256410256,0.0135746606334842,0.0356037151702786,0.0220290545367945,90
"13",0,1,0,NA,NA,NA,0,0,0,0,0,NA,NA,0,NA,0,0,1,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,28,12,47,5,51,0.203389830508475,0.0892857142857143,0.11410411622276,0.215538847117794,0.101434730895034,115
"14",0,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,32,71,326,61,339,0.178841309823678,0.1525,0.0263413098236776,0.0558778557294477,0.0295365459057702,797
"15",0,1,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,NA,1,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,1,33,7,33,8,38,0.175,0.173913043478261,0.00108695652173912,0.195535714285714,0.194448757763975,86
