"","mens","womens","newbie","segment","visit","conversion","recency_1","recency_10","recency_11","recency_12","recency_2","recency_3","recency_4","recency_5","recency_6","recency_7","recency_8","recency_9","recency_1.1","recency_2.1","recency_3.1","recency_4.1","recency_5.1","recency_6.1","recency_7.1","zip_code_Rural","zip_code_Surburban","zip_code_Urban","channel_Multichannel","channel_Phone","channel_Web","leaf_index","n11","n12","n21","n22","pi_1","pi_2","phi","causal_effect_model","bias","N"
"1",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,789,3974,437,4284,0.165651900062986,0.0925651345054014,0.0730867655575841,0.0681180026884251,0.00496876286915905,9484
"2",1,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,1,0,NA,0,NA,NA,NA,NA,6,15,36,8,50,0.294117647058824,0.137931034482759,0.156186612576065,-0.172727272727273,0.328913885303338,109
"3",1,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,1,0,0,1,0,NA,NA,NA,7,5,40,8,36,0.111111111111111,0.181818181818182,-0.0707070707070707,0.0947368421052632,0.165443912812334,89
"4",1,0,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,12,28,118,14,152,0.191780821917808,0.0843373493975904,0.107443472520218,-0.00906862745098039,0.116512099971198,312
"5",1,0,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,13,14,101,9,87,0.121739130434783,0.09375,0.0279891304347826,0.0756410256410256,0.047651895206243,211
"6",1,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,14,664,3205,403,3514,0.171620573791677,0.102884860862905,0.0687357129287722,0.0688459058265441,0.000110192897771963,7786
"7",1,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,15,11,48,7,43,0.186440677966102,0.14,0.0464406779661017,0.182140326009922,0.13569964804382,109
"8",1,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,16,68,436,32,488,0.134920634920635,0.0615384615384615,0.0733821733821734,0.108005242728235,0.0346230693460617,1024
"9",1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,338,764,193,848,0.306715063520871,0.185398655139289,0.121316408381582,0.144505021520803,0.0231886131392214,2143
"10",1,1,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,6,18,4,11,0.25,0.266666666666667,-0.0166666666666667,0.375757575757576,0.392424242424242,39
