"","mens","womens","newbie","segment","visit","conversion","recency_1","recency_10","recency_11","recency_12","recency_2","recency_3","recency_4","recency_5","recency_6","recency_7","recency_8","recency_9","recency_1.1","recency_2.1","recency_3.1","recency_4.1","recency_5.1","recency_6.1","recency_7.1","zip_code_Rural","zip_code_Surburban","zip_code_Urban","channel_Multichannel","channel_Phone","channel_Web","leaf_index","n11","n12","n21","n22","pi_1","pi_2","phi","causal_effect_model","bias","N"
"1",NA,NA,0,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,1,0,0,0,0,1,7,5,17,7,17,0.227272727272727,0.291666666666667,-0.0643939393939394,-0.278554778554779,0.214160839160839,46
"2",NA,NA,0,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,1,0,0,NA,NA,0,8,7,27,7,25,0.205882352941176,0.21875,-0.0128676470588235,-0.0472868217054264,0.0344191746466028,66
"3",NA,NA,1,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,9,19,50,7,61,0.27536231884058,0.102941176470588,0.172421142369991,0.0266096459966738,0.145811496373318,137
"4",NA,1,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,1,0,0,0,NA,NA,14,38,89,21,80,0.299212598425197,0.207920792079208,0.091291806345989,-0.172781271837876,0.264073078183865,228
"5",NA,1,1,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,15,23,84,11,101,0.214953271028037,0.0982142857142857,0.116738985313752,0.0132138857782755,0.103525099535476,219
"6",1,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,17,23,72,9,91,0.242105263157895,0.09,0.152105263157895,0.0296037075569848,0.12250155560091,195
"7",1,0,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,18,7,28,5,15,0.2,0.25,-0.05,0.26375,0.31375,55
"8",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,NA,NA,20,9,42,1,38,0.176470588235294,0.0256410256410256,0.150829562594268,-0.0596469872185028,0.210476549812771,90
"9",1,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,0,NA,NA,22,46,157,18,179,0.226600985221675,0.0913705583756345,0.13523042684604,0.0340024898848428,0.101227936961198,400
"10",0,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,1,0,0,0,0,0,0,1,0,0,0,NA,NA,24,37,167,20,154,0.181372549019608,0.114942528735632,0.0664300202839757,0.101955034213099,0.0355250139291231,378
"11",0,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,NA,NA,25,9,28,5,24,0.243243243243243,0.172413793103448,0.070829450139795,0.136363636363636,0.0655341862238414,66
"12",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,0,0,1,0,0,26,36,93,22,111,0.27906976744186,0.165413533834586,0.113656233607274,0.133262753920466,0.0196065203131918,262
"13",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,0,NA,NA,27,62,233,41,266,0.210169491525424,0.133550488599349,0.0766190029260752,0.0815163429842329,0.00489734005815771,602
"14",NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,NA,NA,29,16,55,7,41,0.225352112676056,0.145833333333333,0.079518779342723,-0.0208711433756806,0.100389922718404,119
"15",NA,NA,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,31,25,63,18,77,0.284090909090909,0.189473684210526,0.0946172248803828,0.105444072835377,0.0108268479549944,183
"16",NA,NA,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1,0,0,0,1,0,33,5,15,3,21,0.25,0.125,0.125,0.15609756097561,0.0310975609756098,44
"17",NA,NA,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1,0,0,NA,0,NA,34,21,35,14,32,0.375,0.304347826086957,0.0706521739130435,0.364741641337386,0.294089467424343,102
"18",1,0,0,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,40,11,57,7,75,0.161764705882353,0.0853658536585366,0.0763988522238164,-0.152412280701754,0.228811132925571,150
"19",1,0,1,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,41,5,61,4,53,0.0757575757575758,0.0701754385964912,0.00558213716108454,0.0416166466586635,0.0360345094975789,123
"20",1,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,42,15,95,13,114,0.136363636363636,0.102362204724409,0.0340014316392269,0.0593837535014006,0.0253823218621737,237
"21",1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,43,383,1746,222,1980,0.179896665100986,0.100817438692098,0.0790792264088883,0.0612051542744906,0.0178740721343977,4331
"22",1,0,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,0,0,0,0,NA,NA,0,0,1,49,25,248,13,233,0.0915750915750916,0.0528455284552846,0.038729563119807,-0.00155088507406813,0.0402804481938751,519
"23",1,0,1,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,0,1,0,51,5,35,3,37,0.125,0.075,0.05,0.00238521168753727,0.0476147883124627,80
"24",1,0,1,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,1,0,0,0,0,0,0,0,NA,NA,0,1,0,52,24,212,17,221,0.101694915254237,0.0714285714285714,0.0302663438256659,0.0877086326959213,0.0574422888702554,474
"25",1,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA,0,NA,NA,53,10,86,1,92,0.104166666666667,0.010752688172043,0.0934139784946237,0.10351966873706,0.0101056902424364,189
"26",1,0,1,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,0,NA,NA,54,5,113,5,126,0.0423728813559322,0.0381679389312977,0.00420494242463449,0.102055555555556,0.0978506131309211,249
"27",1,0,1,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NA,NA,0,1,0,56,3,30,0,32,0.0909090909090909,0,0.0909090909090909,0.0526315789473684,0.0382775119617225,65
"28",1,0,1,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NA,NA,0,0,1,57,3,17,2,31,0.15,0.0606060606060606,0.0893939393939394,0.28125,0.191856060606061,53
"29",1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,NA,NA,0,NA,NA,59,4,37,6,57,0.0975609756097561,0.0952380952380952,0.00232288037166087,-0.0561085972850679,0.0584314776567287,104
"30",1,0,0,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,0,NA,NA,61,23,112,11,105,0.17037037037037,0.0948275862068965,0.0755427841634738,0.102453102453102,0.0269103182896286,251
"31",1,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,0,0,0,0,NA,NA,0,NA,NA,62,118,507,79,542,0.1888,0.127214170692432,0.0615858293075684,0.147517187292182,0.0859313579846132,1246
"32",0,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,65,533,2996,315,3221,0.151034287333522,0.0890837104072398,0.0619505769262824,0.0718078251834773,0.00985724825719488,7065
"33",0,1,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,69,7,28,7,35,0.2,0.166666666666667,0.0333333333333334,-0.1875,0.220833333333333,77
"34",0,1,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,70,9,28,4,38,0.243243243243243,0.0952380952380952,0.148005148005148,0.0900562851782364,0.0579488628269116,79
"35",0,1,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,0,1,0,72,5,29,4,41,0.147058823529412,0.0888888888888889,0.0581699346405229,0.0179704016913319,0.040199532949191,79
"36",0,1,1,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,0,1,0,73,5,36,5,38,0.121951219512195,0.116279069767442,0.00567214974475326,0.223230490018149,0.217558340273396,84
"37",0,1,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,75,69,263,45,251,0.207831325301205,0.152027027027027,0.0558042982741778,0.129021558872305,0.0732172605981274,628
"38",0,1,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,0,77,5,58,8,62,0.0793650793650794,0.114285714285714,-0.0349206349206349,0.145335515548282,0.180256150468916,133
"39",0,1,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,0,0,1,78,4,26,8,25,0.133333333333333,0.242424242424242,-0.109090909090909,0.309462915601023,0.418553824691932,63
"40",1,1,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,81,7,35,7,29,0.166666666666667,0.194444444444444,-0.0277777777777778,-0.0345849802371541,0.00680720245937635,78
"41",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,82,165,358,82,444,0.315487571701721,0.155893536121673,0.159594035580048,0.141053720482272,0.0185403150977763,1049
"42",1,1,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,84,18,28,6,36,0.391304347826087,0.142857142857143,0.248447204968944,0.0886524822695035,0.159794722699441,88
"43",1,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,86,7,17,6,21,0.291666666666667,0.222222222222222,0.0694444444444445,0.138486312399356,0.0690418679549114,51
"44",1,1,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,88,61,170,35,198,0.264069264069264,0.150214592274678,0.113854671794586,0.239747995418099,0.125893323623513,464
"45",1,1,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,89,13,31,8,37,0.295454545454545,0.177777777777778,0.117676767676768,0.316666666666667,0.198989898989899,89
