"","mens","womens","newbie","segment","visit","conversion","recency_1","recency_10","recency_11","recency_12","recency_2","recency_3","recency_4","recency_5","recency_6","recency_7","recency_8","recency_9","recency_1.1","recency_2.1","recency_3.1","recency_4.1","recency_5.1","recency_6.1","recency_7.1","zip_code_Rural","zip_code_Surburban","zip_code_Urban","channel_Multichannel","channel_Phone","channel_Web","leaf_index","n11","n12","n21","n22","pi_1","pi_2","phi","causal_effect_model","bias","N"
"1",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,NA,NA,0,NA,NA,5,173,1254,61,1360,0.121233356692362,0.0429275158339198,0.0783058408584418,0.0381741102237997,0.0401317306346422,2848
"2",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,1,0,0,0,NA,NA,6,41,211,27,223,0.162698412698413,0.108,0.0546984126984127,0.1011113277442,0.0464129150457869,502
"3",NA,NA,1,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,NA,0,0,NA,NA,8,16,131,5,130,0.108843537414966,0.037037037037037,0.0718065003779289,0.0662239089184061,0.00558259145952288,282
"4",NA,NA,1,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,NA,NA,9,8,81,2,92,0.0898876404494382,0.0212765957446809,0.0686110447047573,0.129539641943734,0.0609285972389767,183
"5",1,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,13,8,39,6,50,0.170212765957447,0.107142857142857,0.0630699088145897,-0.0552631578947368,0.118333066709327,103
"6",0,1,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,NA,NA,15,2,19,3,29,0.0952380952380952,0.09375,0.00148809523809523,-0.0366795366795367,0.0381676319176319,53
"7",0,1,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NA,0,NA,0,NA,NA,16,3,24,5,25,0.111111111111111,0.166666666666667,-0.0555555555555556,0.189285714285714,0.24484126984127,57
"8",0,1,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,19,16,54,4,63,0.228571428571429,0.0597014925373134,0.168869936034115,-0.0625798212005109,0.231449757234626,137
"9",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,21,114,544,83,574,0.173252279635258,0.126331811263318,0.0469204683719402,0.0644068283298158,0.0174863599578755,1315
"10",0,1,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,NA,NA,23,6,39,3,59,0.133333333333333,0.0483870967741935,0.0849462365591398,0.042247744052502,0.0426984925066377,107
