"","mens","womens","newbie","segment","visit","conversion","recency_1","recency_10","recency_11","recency_12","recency_2","recency_3","recency_4","recency_5","recency_6","recency_7","recency_8","recency_9","recency_1.1","recency_2.1","recency_3.1","recency_4.1","recency_5.1","recency_6.1","recency_7.1","zip_code_Rural","zip_code_Surburban","zip_code_Urban","channel_Multichannel","channel_Phone","channel_Web","leaf_index","n11","n12","n21","n22","pi_1","pi_2","phi","causal_effect_model","bias","N"
"1",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,109,551,65,638,0.165151515151515,0.0924608819345661,0.072690633216949,0.0413528108858457,0.0313378223311033,1363
"2",1,0,1,NA,NA,0,0,0,1,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,7,13,94,1,109,0.121495327102804,0.00909090909090909,0.112404418011895,-0.0139252336448598,0.126329651656754,217
"3",1,0,1,NA,NA,NA,0,1,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,9,25,217,7,240,0.103305785123967,0.0283400809716599,0.074965704152307,0.0261284403669725,0.0488372637853346,489
"4",1,0,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,10,218,1303,108,1470,0.143326758711374,0.0684410646387833,0.0748856940725908,0.0549623225579928,0.019923371514598,3099
"5",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,12,338,1404,199,1565,0.194029850746269,0.11281179138322,0.0812180593630487,0.0704522025328656,0.0107658568301831,3506
"6",1,0,0,NA,NA,NA,0,0,0,0,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,13,35,120,31,150,0.225806451612903,0.171270718232044,0.054535733380859,0.165684763890148,0.111149030509289,336
"7",1,0,0,NA,NA,NA,0,0,0,0,NA,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,16,7,17,3,27,0.291666666666667,0.1,0.191666666666667,-0.114081996434938,0.305748663101604,54
"8",1,0,1,NA,NA,0,0,0,0,0,NA,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,17,3,18,0,27,0.142857142857143,0,0.142857142857143,0.12,0.0228571428571429,48
"9",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,18,119,545,100,532,0.17921686746988,0.158227848101266,0.0209890193686137,0.130113846723436,0.109124827354822,1296
"10",0,1,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,1,0,0,0,0,NA,NA,NA,0,0,1,24,3,17,2,17,0.15,0.105263157894737,0.0447368421052632,-0.183794466403162,0.228531308508425,39
"11",0,1,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,25,5,25,1,24,0.166666666666667,0.04,0.126666666666667,-0.013136288998358,0.139802955665025,55
"12",0,1,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,1,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,26,32,154,18,191,0.172043010752688,0.0861244019138756,0.0859186088388126,0.064832349337195,0.0210862595016175,395
"13",1,1,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,27,9,34,5,21,0.209302325581395,0.192307692307692,0.016994633273703,0.237367802585194,0.220373169311491,69
"14",0,1,0,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,NA,NA,32,6,30,2,27,0.166666666666667,0.0689655172413793,0.0977011494252873,-0.108108108108108,0.205809257533395,65
"15",0,1,1,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,NA,NA,33,0,13,0,28,0,0,0,-0.00815850815850816,0.00815850815850816,41
"16",0,1,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,NA,NA,0,0,NA,NA,34,12,61,2,79,0.164383561643836,0.0246913580246914,0.139692203619144,0.030573754218781,0.109118449400363,154
"17",NA,1,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,1,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,35,71,379,19,327,0.157777777777778,0.0549132947976879,0.10286448298009,0.0710042645526516,0.0318602184274383,796
"18",0,1,0,NA,NA,NA,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,40,8,35,7,38,0.186046511627907,0.155555555555556,0.0304909560723514,-0.172265023112481,0.202755979184832,88
"19",1,1,0,NA,NA,NA,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,41,11,17,4,14,0.392857142857143,0.222222222222222,0.170634920634921,0.08,0.0906349206349207,46
"20",0,1,0,NA,NA,0,0,0,0,0,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,43,16,50,9,55,0.242424242424242,0.140625,0.101799242424242,-0.0363701194508825,0.138169361875125,130
"21",NA,1,0,NA,NA,NA,0,0,0,0,NA,1,0,0,0,0,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,44,26,83,14,97,0.238532110091743,0.126126126126126,0.112405983965617,0.114191419141914,0.00178543517629717,220
"22",NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,45,431,1583,269,1655,0.214001986097319,0.13981288981289,0.074189096284429,0.0843544917248503,0.0101653954404214,3938
"23",NA,1,1,NA,NA,NA,0,0,0,0,NA,0,0,1,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,47,26,144,13,145,0.152941176470588,0.0822784810126582,0.07066269545793,0.0265339436033672,0.0441287518545629,328
"24",0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,50,85,494,33,503,0.146804835924007,0.0615671641791045,0.0852376717449024,0.0634347554477639,0.0218029162971385,1115
"25",0,1,1,NA,NA,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,52,4,21,2,29,0.16,0.0645161290322581,0.0954838709677419,0.0798611111111111,0.0156227598566308,56
"26",0,1,1,NA,NA,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,0,0,NA,NA,53,9,39,4,40,0.1875,0.0909090909090909,0.0965909090909091,0.233511586452763,0.136920677361854,92
"27",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,54,225,901,138,1028,0.199822380106572,0.118353344768439,0.0814690353381328,0.121123626539881,0.0396545912017485,2292
"28",NA,1,1,NA,NA,NA,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,56,6,26,5,37,0.1875,0.119047619047619,0.068452380952381,-0.063265306122449,0.13171768707483,74
"29",0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,1,0,0,NA,0,NA,NA,NA,NA,59,24,118,16,127,0.169014084507042,0.111888111888112,0.0571259726189304,0.0582315694255993,0.00110559680666893,285
"30",0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,1,0,0,0,1,0,NA,NA,NA,60,13,88,9,84,0.128712871287129,0.0967741935483871,0.0319386777387416,0.146877205363444,0.114938527624702,194
"31",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,1,0,0,NA,NA,NA,0,0,1,62,15,52,11,61,0.223880597014925,0.152777777777778,0.0711028192371476,0.0476673427991886,0.023435476437959,139
"32",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,1,0,0,NA,NA,0,NA,NA,0,64,28,45,16,72,0.383561643835616,0.181818181818182,0.201743462017435,0.200024588148512,0.00171887386892219,161
"33",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,1,0,0,0,0,1,NA,NA,0,65,18,33,8,55,0.352941176470588,0.126984126984127,0.225957049486461,0.328501228501228,0.102544179014767,114
