"","mens","womens","newbie","segment","visit","conversion","recency_1","recency_10","recency_11","recency_12","recency_2","recency_3","recency_4","recency_5","recency_6","recency_7","recency_8","recency_9","recency_1.1","recency_2.1","recency_3.1","recency_4.1","recency_5.1","recency_6.1","recency_7.1","zip_code_Rural","zip_code_Surburban","zip_code_Urban","channel_Multichannel","channel_Phone","channel_Web","leaf_index","n11","n12","n21","n22","pi_1","pi_2","phi","causal_effect_model","bias","N"
"1",NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,3,13,60,3,82,0.178082191780822,0.0352941176470588,0.142788074133763,-0.0530712530712531,0.195859327205016,158
"2",NA,NA,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,1,0,0,NA,0,0,NA,0,0,0,0,0,1,0,0,1,9,8,26,4,28,0.235294117647059,0.125,0.110294117647059,-0.27,0.380294117647059,66
"3",NA,NA,1,NA,NA,0,0,0,NA,0,0,0,0,0,0,1,0,0,NA,0,0,NA,NA,NA,NA,0,0,1,0,0,1,10,4,31,2,40,0.114285714285714,0.0476190476190476,0.0666666666666667,-0.0411255411255411,0.107792207792208,77
"4",NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,1,0,0,NA,0,0,NA,NA,NA,0,0,0,1,0,1,0,11,7,54,7,58,0.114754098360656,0.107692307692308,0.00706179066834804,0.00932568149210904,0.00226389082376099,126
"5",NA,NA,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,NA,NA,13,6,24,4,34,0.2,0.105263157894737,0.0947368421052632,-0.00977517106549364,0.104512013170757,68
"6",NA,NA,1,NA,NA,NA,0,0,NA,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,NA,NA,14,3,34,1,33,0.0810810810810811,0.0294117647058824,0.0516693163751987,0.181818181818182,0.130148865442983,71
"7",NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,NA,NA,15,7,21,7,35,0.25,0.166666666666667,0.0833333333333333,0.111111111111111,0.0277777777777778,70
"8",NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,16,57,292,34,350,0.163323782234957,0.0885416666666667,0.0747821155682904,0.0668963016678753,0.00788581390041508,733
"9",1,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,0,1,NA,NA,0,23,8,32,6,34,0.2,0.15,0.05,-0.213793103448276,0.263793103448276,80
"10",1,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,NA,0,NA,NA,NA,0,0,0,1,0,0,1,24,4,29,6,28,0.121212121212121,0.176470588235294,-0.0552584670231729,-0.0111111111111111,0.0441473559120618,67
"11",1,0,0,NA,NA,0,0,0,NA,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,26,6,22,1,22,0.214285714285714,0.0434782608695652,0.170807453416149,-0.0745341614906832,0.245341614906832,51
"12",1,0,1,NA,NA,0,0,0,NA,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,27,2,24,4,20,0.0769230769230769,0.166666666666667,-0.0897435897435897,0.0967741935483871,0.186517783291977,50
"13",0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,0,1,NA,NA,NA,28,22,93,9,133,0.191304347826087,0.0633802816901408,0.127924066135946,0.0246402523161837,0.103283813819762,257
"14",NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,1,0,32,9,72,4,86,0.111111111111111,0.0444444444444444,0.0666666666666667,-0.0565604364053976,0.123227103072064,171
"15",NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,1,33,10,60,6,84,0.142857142857143,0.0666666666666667,0.0761904761904762,0.0620477083891718,0.0141427678013044,160
"16",0,1,NA,NA,NA,0,0,0,NA,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA,NA,0,0,NA,NA,35,15,78,8,84,0.161290322580645,0.0869565217391304,0.0743338008415147,0.0365002683843264,0.0378335324571884,185
"17",1,0,NA,NA,NA,0,0,0,NA,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA,NA,0,0,NA,NA,36,8,64,6,85,0.111111111111111,0.0659340659340659,0.0451770451770452,0.157089485856609,0.111912440679564,163
"18",NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,0,0,37,9,27,4,24,0.25,0.142857142857143,0.107142857142857,0.224630541871921,0.117487684729064,64
"19",NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA,NA,0,0,1,0,40,4,22,4,24,0.153846153846154,0.142857142857143,0.010989010989011,-0.0850439882697947,0.0960329992588057,54
