"","mens","womens","newbie","segment","visit","conversion","recency_1","recency_10","recency_11","recency_12","recency_2","recency_3","recency_4","recency_5","recency_6","recency_7","recency_8","recency_9","recency_1.1","recency_2.1","recency_3.1","recency_4.1","recency_5.1","recency_6.1","recency_7.1","zip_code_Rural","zip_code_Surburban","zip_code_Urban","channel_Multichannel","channel_Phone","channel_Web","leaf_index","n11","n12","n21","n22","pi_1","pi_2","phi","causal_effect_model","bias","N"
"1",0,1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,6,7,39,4,63,0.152173913043478,0.0597014925373134,0.0924724205061648,-0.137320044296788,0.229792464802953,113
"2",0,1,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,7,5,21,1,25,0.192307692307692,0.0384615384615385,0.153846153846154,0.0484848484848485,0.105361305361305,52
"3",0,1,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,10,21,60,5,106,0.259259259259259,0.045045045045045,0.214214214214214,-0.0585656122768556,0.27277982649107,192
"4",0,1,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,11,77,286,44,331,0.212121212121212,0.117333333333333,0.0947878787878788,0.0445483476696723,0.0502395311182065,738
"5",0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,15,242,1073,149,1118,0.184030418250951,0.117600631412786,0.0664297868381645,0.0381769597005005,0.0282528271376639,2582
"6",0,1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,16,39,189,19,231,0.171052631578947,0.076,0.0950526315789474,0.10109731966181,0.00604468808286231,478
"7",0,1,0,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,17,48,209,29,251,0.186770428015564,0.103571428571429,0.0831989994441356,0.105566824430922,0.0223678249867862,537
"8",0,1,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,22,11,100,3,87,0.0990990990990991,0.0333333333333333,0.0657657657657658,0.00935887988209285,0.0564068858836729,201
"9",0,1,1,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,23,130,997,55,1083,0.115350488021295,0.0483304042179262,0.0670200838033693,0.0624678422564153,0.00455224154695396,2265
"10",0,1,1,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,24,4,62,0,65,0.0606060606060606,0,0.0606060606060606,0.151515151515152,0.0909090909090909,131
