"","mens","womens","newbie","segment","visit","conversion","recency_1","recency_10","recency_11","recency_12","recency_2","recency_3","recency_4","recency_5","recency_6","recency_7","recency_8","recency_9","recency_1.1","recency_2.1","recency_3.1","recency_4.1","recency_5.1","recency_6.1","recency_7.1","zip_code_Rural","zip_code_Surburban","zip_code_Urban","channel_Multichannel","channel_Phone","channel_Web","leaf_index","n11","n12","n21","n22","pi_1","pi_2","phi","causal_effect_model","bias","N"
"1",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,4,479,2357,252,2543,0.168899858956276,0.0901610017889088,0.0787388571673677,0.0490546494250467,0.029684207742321,5631
"2",0,1,1,NA,NA,0,0,0,0,0,0,NA,0,0,0,NA,0,1,1,0,0,0,0,0,0,0,1,0,0,NA,NA,8,5,50,1,54,0.0909090909090909,0.0181818181818182,0.0727272727272727,-0.00555555555555556,0.0782828282828283,110
"3",0,1,1,NA,NA,NA,0,0,0,0,0,NA,0,0,0,NA,0,1,1,0,0,0,0,0,0,NA,0,NA,0,NA,NA,9,11,52,2,61,0.174603174603175,0.0317460317460317,0.142857142857143,0.0790436005625879,0.063813542294555,126
"4",1,0,1,NA,NA,0,0,0,0,0,0,NA,0,0,0,NA,0,1,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,10,9,99,3,108,0.0833333333333333,0.027027027027027,0.0563063063063063,0.104405398523046,0.0480990922167393,219
"5",NA,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,0,0,NA,0,1,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,11,40,184,18,200,0.178571428571429,0.0825688073394495,0.096002621231979,0.110584240721227,0.014581619489248,442
"6",NA,NA,NA,NA,NA,NA,0,1,0,0,0,NA,0,0,0,NA,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,12,85,529,36,504,0.138436482084691,0.0666666666666667,0.0717698154180239,0.0864812367654317,0.0147114213474078,1154
"7",NA,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,1,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,1,0,17,17,81,10,83,0.173469387755102,0.10752688172043,0.0659425060346719,-0.0337931034482759,0.0997356094829478,191
"8",NA,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,0,1,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,1,0,19,25,86,10,96,0.225225225225225,0.0943396226415094,0.130885602583716,-0.00908119658119658,0.139966799164912,217
"9",NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,NA,0,0,1,0,0,0,0,1,0,0,0,1,0,25,11,49,11,50,0.183333333333333,0.180327868852459,0.0030054644808743,-0.158730158730159,0.161735623211033,121
"10",NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,NA,0,0,1,0,0,0,0,0,1,0,0,1,0,26,44,142,19,133,0.236559139784946,0.125,0.111559139784946,0.0254669471536941,0.0860921926312521,338
"11",NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,NA,0,1,0,0,0,0,0,NA,NA,0,0,1,0,27,57,219,28,226,0.206521739130435,0.110236220472441,0.0962855186579938,0.0540674603174603,0.0422180583405335,530
"12",NA,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,0,0,NA,1,0,0,NA,NA,0,0,0,0,NA,NA,0,0,1,0,28,11,38,3,28,0.224489795918367,0.0967741935483871,0.12771560236998,0.193650793650794,0.0659351912808134,80
"13",NA,NA,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,NA,1,0,0,NA,NA,0,0,0,0,0,0,1,0,1,0,30,7,20,2,19,0.259259259259259,0.0952380952380952,0.164021164021164,-0.0952380952380952,0.259259259259259,48
"14",NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,0,0,0,0,0,1,0,1,0,32,60,224,38,268,0.211267605633803,0.124183006535948,0.0870845990978551,0.0876151224228692,0.000530523325014104,590
"15",NA,NA,0,NA,NA,0,0,1,0,0,0,NA,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,34,2,17,2,21,0.105263157894737,0.0869565217391304,0.0183066361556064,0.0314009661835749,0.0130943300279685,42
"16",NA,NA,0,NA,NA,0,0,1,0,0,0,NA,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,35,4,21,1,21,0.16,0.0454545454545455,0.114545454545455,0.319124423963134,0.204578969417679,47
"17",NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,1,0,0,0,NA,NA,NA,0,1,0,37,46,154,30,199,0.23,0.131004366812227,0.0989956331877729,0.0932400932400932,0.00575553994767972,429
