"","mens","womens","newbie","segment","visit","conversion","recency_1","recency_10","recency_11","recency_12","recency_2","recency_3","recency_4","recency_5","recency_6","recency_7","recency_8","recency_9","recency_1.1","recency_2.1","recency_3.1","recency_4.1","recency_5.1","recency_6.1","recency_7.1","zip_code_Rural","zip_code_Surburban","zip_code_Urban","channel_Multichannel","channel_Phone","channel_Web","leaf_index","n11","n12","n21","n22","pi_1","pi_2","phi","causal_effect_model","bias","N"
"1",1,0,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,NA,NA,NA,0,NA,NA,4,14,55,13,49,0.202898550724638,0.209677419354839,-0.00677886863020102,-0.126792452830189,0.120013584199988,131
"2",1,0,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,NA,NA,NA,1,0,0,5,6,30,6,35,0.166666666666667,0.146341463414634,0.0203252032520325,0.1140642303433,0.0937390270912676,77
"3",1,0,NA,NA,NA,NA,0,1,0,0,NA,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,0,1,9,10,64,6,60,0.135135135135135,0.0909090909090909,0.0442260442260442,-0.093210586881473,0.137436631107517,140
"4",1,0,NA,NA,NA,NA,0,1,0,0,NA,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,11,0,30,1,20,0,0.0476190476190476,-0.0476190476190476,0.000793650793650794,0.0484126984126984,51
"5",1,0,NA,NA,NA,NA,0,1,0,0,NA,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,NA,0,1,0,12,3,35,2,48,0.0789473684210526,0.04,0.0389473684210526,0.0967741935483871,0.0578268251273345,88
"6",1,0,NA,NA,NA,NA,0,0,0,0,NA,0,NA,1,0,0,0,0,0,1,0,0,0,0,0,NA,0,NA,0,NA,NA,15,7,42,11,46,0.142857142857143,0.192982456140351,-0.050125313283208,-0.186170212765957,0.136044899482749,106
"7",1,0,NA,NA,NA,NA,0,0,0,0,NA,0,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,16,5,32,2,45,0.135135135135135,0.0425531914893617,0.0925819436457734,0.117857142857143,0.0252751992113694,84
"8",1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,NA,NA,0,NA,NA,18,123,657,75,801,0.157692307692308,0.0856164383561644,0.0720758693361433,0.0552825495494234,0.0167933197867199,1656
"9",1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,0,NA,NA,19,35,110,26,115,0.241379310344828,0.184397163120567,0.0569821472242602,0.135238095238095,0.078255948013835,286
"10",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,21,574,2649,327,2877,0.178094942600062,0.102059925093633,0.0760350175064291,0.0734167786258682,0.00261823888056095,6427
"11",1,0,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,1,0,0,0,1,0,0,0,0,0,0,NA,NA,0,0,1,0,25,7,58,2,37,0.107692307692308,0.0512820512820513,0.0564102564102564,-0.0423772609819121,0.0987875173921686,104
"12",1,0,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,26,6,27,0,31,0.181818181818182,0,0.181818181818182,0.103448275862069,0.0783699059561129,64
"13",1,0,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,1,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,0,1,27,10,53,5,60,0.158730158730159,0.0769230769230769,0.0818070818070818,0.130142405063291,0.0483353232562093,128
"14",1,0,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,1,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,29,12,49,7,49,0.19672131147541,0.125,0.0717213114754098,0.134716540035067,0.0629952285596574,117
"15",1,0,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,1,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,30,7,47,8,49,0.12962962962963,0.140350877192982,-0.0107212475633528,0.261904761904762,0.272626009468115,111
"16",0,1,NA,NA,NA,NA,0,0,1,0,NA,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,35,6,27,3,29,0.181818181818182,0.09375,0.0880681818181818,-0.061529933481153,0.149598115299335,65
"17",0,1,NA,NA,NA,NA,0,0,1,0,NA,0,NA,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,21,142,8,150,0.128834355828221,0.0506329113924051,0.0782014444358158,0.0565759541663156,0.0216254902695002,321
"18",0,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,563,2860,346,3048,0.164475606193398,0.101944608131998,0.0625309980614,0.0716643220143384,0.00913332395293841,6817
