"","node","size","n.1","n.0","trt.effect","var","vname","cut","score","score.test","size.test","n11","n12","n21","n22","CATE","bias","N"
"2","11",2366,1377,989,-0.024910177530174,NA,NA,NA,NA,NA,2366,189,1195,169,787,-0.0402175490362058,0.0153073715060318,2340
"239","12",46,26,20,0.284615384615385,NA,NA,NA,NA,NA,46,11,29,6,23,0.0681034482758621,0.216511936339523,69
