"","node","size","n.1","n.0","trt.effect","var","vname","cut","score","score.test","size.test","n11","n12","n21","n22","CATE","bias","N"
"2","11",2322,1370,952,-0.0177375329693921,NA,NA,NA,NA,NA,2322,185,1159,152,804,-0.0213470063757721,0.00360947340637993,2300
"226","121",64,35,29,-0.466995073891626,NA,NA,NA,NA,NA,64,22,27,22,19,-0.0876057740169239,0.379389299874702,90
"235","122",24,14,10,0.142857142857143,NA,NA,NA,NA,NA,24,0,15,0,6,0,0.142857142857143,21
