"","node","size","n.1","n.0","trt.effect","var","vname","cut","score","score.test","size.test","n11","n12","n21","n22","CATE","bias","N"
"3","111",502,237,265,0.237401480773824,NA,NA,NA,NA,NA,502,160,71,132,104,0.133318658742388,0.104082822031436,467
"64","11211",665,347,318,-0.0157957696699472,NA,NA,NA,NA,NA,665,81,243,101,229,-0.056060606060606,0.0402648363906588,654
"143","11212",887,436,451,0.119408450131207,NA,NA,NA,NA,NA,887,115,292,81,397,0.113099215609676,0.00630923452153104,885
"236","1122",4508,2331,2177,-0.00227742671472575,NA,NA,NA,NA,NA,4508,185,2020,153,2108,0.0162310538250388,0.0185084805397645,4466
"428","121",161,79,82,-0.255788823711022,NA,NA,NA,NA,NA,161,32,75,58,58,-0.200934579439252,0.0548542442717695,223
"447","122",3277,1646,1631,-0.0305781885446986,NA,NA,NA,NA,NA,3277,429,1253,480,1143,-0.0406951059494792,0.0101169174047807,3305
