"","f0","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","treatment","visit","leaf_index","n11","n12","n21","n22","pi_1","pi_2","phi","causal_effect_model","bias","N"
"1",NA,0,1,1,1,1,NA,0,NA,0,1,1,NA,NA,5,28,681,6,118,0.0394922425952045,0.0483870967741935,-0.00889485417898903,-0.0342741351859893,0.0253792810070003,833
"2",NA,0,NA,1,0,1,NA,0,NA,0,0,1,NA,NA,6,262,55232,44,9851,0.00472123112408549,0.0044466902475998,0.000274540876485689,-0.000123562284647064,0.000398103161132753,65389
"3",NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,1,NA,NA,7,157,8384,14,1414,0.0183819224915115,0.00980392156862745,0.00857800092288408,0.00568877783479691,0.00288922308808717,9969
"4",NA,NA,NA,NA,0,0,NA,1,1,0,0,1,NA,NA,9,10,1790,3,299,0.00555555555555556,0.00993377483443709,-0.00437821927888153,0.00485378715244487,0.0092320064313264,2102
"5",NA,0,1,1,NA,0,NA,1,0,0,NA,1,NA,NA,11,18,450,0,73,0.0384615384615385,0,0.0384615384615385,0.0169610316792823,0.0215005067822562,541
"6",NA,NA,1,0,NA,0,NA,1,0,0,NA,1,NA,NA,12,51,431,4,64,0.105809128630705,0.0588235294117647,0.0469855992189407,0.0694902112812561,0.0225046120623154,550
"7",NA,0,NA,1,NA,1,NA,0,NA,1,NA,NA,NA,NA,15,1735,9434,283,1791,0.155340675082819,0.136451301832208,0.0188893732506102,0.0212317718734641,0.00234239862285388,13243
"8",NA,NA,1,1,NA,0,NA,1,NA,1,NA,NA,NA,NA,17,18,102,4,19,0.15,0.173913043478261,-0.0239130434782609,0.0419309372797745,0.0658439807580354,143
"9",NA,NA,0,1,NA,0,NA,1,NA,1,NA,NA,NA,NA,18,44,93,5,14,0.321167883211679,0.263157894736842,0.0580099884748367,0.294189852700491,0.236179864225654,156
"10",NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,19,1807,4314,207,736,0.295213200457442,0.219512195121951,0.0757010053354904,0.0918721586624437,0.0161711533269533,7064
