"","f0","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","treatment","visit","leaf_index","n11","n12","n21","n22","pi_1","pi_2","phi","causal_effect_model","bias","N"
"1",NA,NA,NA,1,NA,NA,NA,0,NA,0,NA,1,NA,NA,4,280,55785,50,10204,0.00499420315704985,0.00487614589428516,0.000118057262764696,-0.000610055911640219,0.000728113174404915,66319
"2",NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,1,NA,NA,5,152,8257,14,1431,0.0180758710904983,0.00968858131487889,0.00838728977561938,0.00591598458118658,0.0024713051944328,9854
"3",NA,NA,0,NA,0,0,NA,1,1,0,0,1,NA,NA,7,3,1456,2,252,0.00205620287868403,0.0078740157480315,-0.00581781286934747,0.00403225806451613,0.00985007093386359,1713
"4",NA,NA,1,NA,NA,0,NA,1,NA,0,NA,1,NA,NA,8,60,1185,5,213,0.0481927710843374,0.0229357798165138,0.0252569912678236,0.0436758674204634,0.0184188761526398,1463
"5",1,0,NA,1,1,1,0,0,0,1,NA,NA,NA,NA,13,119,157,13,22,0.431159420289855,0.371428571428571,0.0597308488612837,-0.146739130434783,0.206469979296066,311
"6",NA,0,NA,1,1,1,1,0,NA,1,NA,NA,NA,NA,14,318,591,50,96,0.34983498349835,0.342465753424658,0.00736923007369233,-0.00281655907982875,0.0101857891535211,1055
"7",NA,0,NA,1,0,1,NA,0,NA,1,0,1,NA,NA,15,1251,8696,197,1640,0.125766562782749,0.107240065323898,0.0185264974588509,0.0218815131810828,0.00335501572223185,11784
"8",NA,0,0,0,NA,1,1,0,NA,1,NA,NA,NA,NA,18,161,372,24,79,0.302063789868668,0.233009708737864,0.0690540811308039,-0.00710012748847699,0.0761542086192808,636
"9",NA,0,1,0,NA,1,1,0,1,1,NA,NA,NA,NA,20,0,112,0,40,0,0,0,0.0078125,0.0078125,152
"10",NA,0,1,0,NA,1,1,0,0,1,NA,NA,NA,NA,21,30,439,5,79,0.0639658848614073,0.0595238095238095,0.00444207533759773,0.0696364567332309,0.0651943813956332,553
"11",0,0,NA,0,NA,1,0,0,NA,1,NA,NA,NA,NA,23,959,2279,124,395,0.296170475602224,0.238921001926782,0.0572494736754413,0.070991970407795,0.0137424967323537,3757
"12",1,0,1,0,NA,1,0,0,NA,1,NA,NA,NA,NA,25,18,154,1,28,0.104651162790698,0.0344827586206897,0.070168404170008,0.0335063709296838,0.0366620332403242,201
"13",1,0,0,0,NA,1,0,0,NA,1,NA,NA,NA,NA,26,44,74,4,8,0.372881355932203,0.333333333333333,0.0395480225988701,0.330789648307896,0.291241625709026,130
"14",NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,27,662,1148,62,200,0.365745856353591,0.236641221374046,0.129104634979545,0.14968364968365,0.0205790147041044,2072
