"","f0","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","treatment","visit","leaf_index","n11","n12","n21","n22","pi_1","pi_2","phi","causal_effect_model","bias","N"
"1",NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,1,NA,NA,3,297,57710,55,10449,0.00512007171548261,0.00523610053313024,-0.000116028817647621,4.62351931876468e-06,0.000120652336966386,68511
"2",NA,NA,NA,0,NA,NA,1,NA,NA,0,NA,1,NA,NA,5,25,3217,1,530,0.00771128932757557,0.00188323917137476,0.00582805015620081,-0.00181806444017856,0.00764611459637937,3773
"3",NA,0,NA,0,0,1,0,0,NA,0,0,1,NA,NA,8,118,4983,11,842,0.0231327190746912,0.0128956623681125,0.0102370567065787,0.00796193087360823,0.00227512583297046,5954
"4",NA,0,1,0,1,1,0,0,NA,0,1,1,NA,NA,9,12,145,2,29,0.0764331210191083,0.0645161290322581,0.0119169919868502,0.0406976744186047,0.0287806824317544,188
"5",NA,NA,NA,0,NA,0,0,NA,1,0,NA,1,NA,NA,11,5,450,0,68,0.010989010989011,0,0.010989010989011,0.0047771204403809,0.00621189054863009,523
"6",NA,NA,1,0,NA,0,0,NA,0,0,NA,1,NA,NA,12,43,434,2,67,0.090146750524109,0.0289855072463768,0.0611612432777322,0.0717242363688267,0.0105629930910945,546
"7",NA,0,NA,NA,NA,1,NA,0,1,1,NA,NA,NA,NA,15,51,3508,7,713,0.0143298679404327,0.00972222222222222,0.00460764571821048,-0.000457863537657005,0.00506550925586749,4279
"8",NA,0,NA,NA,NA,1,NA,0,0,1,NA,NA,NA,NA,16,2933,9192,415,1666,0.241896907216495,0.199423354156655,0.0424735530598394,0.0361902419778153,0.00628331108202412,14206
"9",1,NA,1,NA,NA,0,NA,1,NA,1,NA,NA,NA,NA,19,27,135,2,27,0.166666666666667,0.0689655172413793,0.0977011494252873,-0.0362917096663227,0.13399285909161,191
"10",0,NA,1,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,20,134,389,12,49,0.256214149139579,0.19672131147541,0.0594928376641695,0.117041375401474,0.0575485377373041,584
"11",NA,NA,0,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,21,515,589,39,102,0.466485507246377,0.276595744680851,0.189889762565526,0.16268514094601,0.0272046216195153,1245
