"","f0","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","treatment","visit","leaf_index","n11","n12","n21","n22","pi_1","pi_2","phi","causal_effect_model","bias","N"
"1",NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,1,NA,NA,3,281,57729,55,10560,0.00484399241510084,0.00518134715025907,-0.000337354735158223,0.000226097266501008,0.000563452001659231,68625
"2",NA,NA,0,0,0,NA,NA,NA,1,0,0,1,NA,NA,5,25,6154,1,1105,0.00404596212979447,0.000904159132007233,0.00314180299778723,0.00304057113532768,0.000101231862459554,7285
"3",NA,NA,1,0,NA,NA,NA,NA,NA,0,NA,1,NA,NA,6,152,3007,16,512,0.048116492560937,0.0303030303030303,0.0178134622579067,0.0262966000458216,0.00848313778791495,3687
"4",NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,8,2952,12675,412,2340,0.188903820311,0.149709302325581,0.0391945179854188,0.0303389664933471,0.00885555149207171,18379
"5",1,NA,NA,NA,NA,0,NA,1,NA,1,NA,NA,NA,NA,10,132,257,7,47,0.339331619537275,0.12962962962963,0.209701989907645,0.0337301587301587,0.175971831177487,443
"6",0,NA,1,NA,NA,0,NA,1,NA,1,NA,NA,NA,NA,12,121,385,11,53,0.239130434782609,0.171875,0.0672554347826087,0.121861924686192,0.0546064899035838,570
"7",0,NA,0,0,1,0,NA,1,0,1,NA,0,NA,NA,14,131,54,11,12,0.708108108108108,0.478260869565217,0.229847238542891,0.00762527233115462,0.222221966211736,208
"8",0,NA,0,NA,NA,0,NA,1,NA,1,NA,1,NA,NA,15,288,408,30,75,0.413793103448276,0.285714285714286,0.12807881773399,0.246721898651384,0.118643080917394,801
