"","node","size","n.1","n.0","trt.effect","var","vname","cut","score","score.test","size.test","n11","n12","n21","n22","CATE","bias","N"
"3","111",5117,1261,3856,0.231792796009227,NA,NA,NA,NA,NA,5117,430,797,385,3461,0.250344243598595,0.0185514475893681,5073
"69","1121",4984,644,4340,0.236615908635544,NA,NA,NA,NA,NA,4984,281,360,900,3404,0.229269728409954,0.00734618022558978,4945
"106","1122",7119,2930,4189,0.324580304177119,NA,NA,NA,NA,NA,7119,2081,914,1429,2665,0.345777321427261,0.0211970172501416,7089
"152","12111",3942,300,3642,0.0374464579901153,NA,NA,NA,NA,NA,3942,17,288,67,3546,0.0371935587790901,0.000252899211025233,3918
"175","12112",193,16,177,0.204802259887006,NA,NA,NA,NA,NA,193,5,12,14,186,0.224117647058824,0.0193153871718179,217
"179","12121",2016,612,1404,0.157197921903804,NA,NA,NA,NA,NA,2016,114,496,96,1370,0.121400934851162,0.0357969870526424,2076
"198","12122",442,62,380,0.0164685908319185,NA,NA,NA,NA,NA,442,2,61,1,381,0.0291282306989113,0.0126596398669928,445
"203","122",608,210,398,0.0178750897343862,NA,NA,NA,NA,NA,608,23,194,31,410,0.0356959988296394,0.0178209090952532,658
