"","node","size","n.1","n.0","trt.effect","var","vname","cut","score","score.test","size.test","n11","n12","n21","n22","CATE","bias","N"
"3","111",5108,1243,3865,0.239201989094947,NA,NA,NA,NA,NA,5108,425,820,379,3458,0.2425903771458,0.00338838805085254,5082
"63","1121",4928,615,4313,0.243355029886956,NA,NA,NA,NA,NA,4928,289,381,901,3430,0.223308187761263,0.0200468421256925,5001
"106","1122",7178,3015,4163,0.341142235017562,NA,NA,NA,NA,NA,7178,1986,924,1456,2664,0.329076168551697,0.0120660664658652,7030
"155","121111",1234,134,1100,0.00894165535956581,NA,NA,NA,NA,NA,1234,7,120,23,1113,0.034871631362981,0.0259299760034152,1263
"163","1211121",138,7,131,0.135223555070883,NA,NA,NA,NA,NA,138,0,5,0,128,0,0.135223555070883,133
"164","1211122",410,23,387,0,NA,NA,NA,NA,NA,410,1,22,0,391,0.0434782608695652,0.0434782608695652,414
"165","12112",160,23,137,-0.0364963503649635,NA,NA,NA,NA,NA,160,1,22,1,133,0.036015574302401,0.0725119246673645,157
"168","1212",2540,190,2350,0.0685106382978724,NA,NA,NA,NA,NA,2540,16,161,77,2313,0.0581779070042314,0.010332731293641,2567
"184","1221",435,224,211,-0.00406228842247799,NA,NA,NA,NA,NA,435,27,169,17,220,0.0660251442349091,0.0700874326573871,433
"200","12221",1845,562,1283,0.15296388857299,NA,NA,NA,NA,NA,1845,112,470,87,1271,0.128375061364752,0.0245888272082377,1940
"213","12222",445,60,385,0.0229437229437229,NA,NA,NA,NA,NA,445,1,55,2,343,0.0120600414078675,0.0108836815358554,401
