"","node","size","n.1","n.0","trt.effect","var","vname","cut","score","score.test","size.test","n11","n12","n21","n22","CATE","bias","N"
"3","111",5074,1241,3833,0.239796348475525,NA,NA,NA,NA,NA,5074,422,825,373,3496,0.242004848856174,0.00220850038064924,5116
"67","1121",4923,645,4278,0.229611750763778,NA,NA,NA,NA,NA,4923,280,360,879,3487,0.236171552908841,0.00655980214506313,5006
"108","1122",7083,2913,4170,0.352587137293255,NA,NA,NA,NA,NA,7083,2037,975,1473,2640,0.31816207089948,0.034425066393775,7125
"151","1211",4334,356,3978,0.0248332118788166,NA,NA,NA,NA,NA,4334,23,312,95,3803,0.0442852438678848,0.0194520319890682,4233
"176","1212",226,23,203,0.186977939601628,NA,NA,NA,NA,NA,226,4,14,14,191,0.153929539295393,0.0330484003062348,223
"179","122",2781,820,1961,0.113706919068171,NA,NA,NA,NA,NA,2781,145,715,86,1772,0.122318321776354,0.00861140270818286,2718
