"","mens","womens","newbie","segment","visit","conversion","recency_1","recency_10","recency_11","recency_12","recency_2","recency_3","recency_4","recency_5","recency_6","recency_7","recency_8","recency_9","recency_1.1","recency_2.1","recency_3.1","recency_4.1","recency_5.1","recency_6.1","recency_7.1","zip_code_Rural","zip_code_Surburban","zip_code_Urban","channel_Multichannel","channel_Phone","channel_Web","leaf_index","n11","n12","n21","n22","pi_1","pi_2","phi","causal_effect_model","bias","N"
"1",1,0,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,1,0,0,0,1,NA,NA,NA,7,4,26,10,44,0.133333333333333,0.185185185185185,-0.0518518518518518,-0.3,0.248148148148148,84
"2",1,0,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,1,0,NA,NA,0,NA,NA,NA,8,1,26,21,71,0.037037037037037,0.228260869565217,-0.19122383252818,0.0238095238095238,0.215033356337704,119
"3",1,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,13,13,55,12,86,0.191176470588235,0.122448979591837,0.0687274909963985,-0.192185007974482,0.26091249897088,166
"4",1,0,NA,NA,NA,0,NA,0,0,NA,0,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,NA,0,NA,0,0,1,15,3,24,7,47,0.111111111111111,0.12962962962963,-0.0185185185185185,-0.159090909090909,0.140572390572391,81
"5",1,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,NA,0,NA,0,1,0,16,3,23,11,39,0.115384615384615,0.22,-0.104615384615385,0.00714285714285715,0.111758241758242,76
"6",1,0,NA,NA,NA,0,NA,0,0,NA,0,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,NA,0,NA,0,NA,NA,17,7,69,17,128,0.0921052631578947,0.117241379310345,-0.0251361161524501,-0.0350649350649351,0.00992881891248498,221
"7",1,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,1,0,NA,NA,NA,18,21,136,34,238,0.133757961783439,0.125,0.00875796178343949,-0.0188004475345641,0.0275584093180035,429
"8",1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,19,335,2698,811,5292,0.11045169798879,0.132885466164182,-0.0224337681753916,-0.0301917026185461,0.00775793444315459,9136
"9",1,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,21,5,29,8,65,0.147058823529412,0.10958904109589,0.0374697824335214,-0.114285714285714,0.151755496719236,107
"10",1,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,0,0,0,1,NA,0,NA,NA,NA,NA,NA,0,0,1,0,1,0,25,1,55,14,111,0.0178571428571429,0.112,-0.0941428571428571,-0.0844017094017094,0.00974114774114773,181
