"","mens","womens","newbie","segment","visit","conversion","recency_1","recency_10","recency_11","recency_12","recency_2","recency_3","recency_4","recency_5","recency_6","recency_7","recency_8","recency_9","recency_1.1","recency_2.1","recency_3.1","recency_4.1","recency_5.1","recency_6.1","recency_7.1","zip_code_Rural","zip_code_Surburban","zip_code_Urban","channel_Multichannel","channel_Phone","channel_Web","leaf_index","n11","n12","n21","n22","pi_1","pi_2","phi","causal_effect_model","bias","N"
"1",1,NA,0,NA,NA,NA,0,NA,NA,0,0,1,0,0,NA,0,0,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,5,24,127,77,290,0.158940397350993,0.209809264305177,-0.0508688669541837,-0.0913428766189502,0.0404740096647665,518
"2",1,1,0,NA,NA,NA,1,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,8,5,24,22,43,0.172413793103448,0.338461538461538,-0.16604774535809,-0.317254174397032,0.151206429038941,94
"3",1,0,0,NA,NA,NA,1,NA,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,9,33,176,111,333,0.157894736842105,0.25,-0.0921052631578947,-0.0468629501684996,0.0452423129893952,653
"4",1,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,NA,NA,11,199,1349,471,2606,0.128552971576227,0.153071173220669,-0.0245182016444421,-0.0327765295685854,0.00825832792414326,4625
"5",1,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,1,0,0,13,8,57,23,113,0.123076923076923,0.169117647058824,-0.0460407239819005,-0.00931786216596345,0.036722861815937,201
"6",1,1,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,1,0,0,14,8,25,21,55,0.242424242424242,0.276315789473684,-0.0338915470494418,0.144761904761905,0.178653451811347,109
"7",1,NA,0,NA,NA,NA,0,NA,NA,0,0,0,1,0,NA,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,16,13,46,30,89,0.220338983050847,0.252100840336134,-0.031761857285287,-0.142301598732536,0.110539741447249,178
"8",1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,18,115,559,265,1017,0.170623145400593,0.206708268330733,-0.0360851229301397,-0.00904954312086445,0.0270355798092753,1956
"9",1,NA,0,NA,NA,NA,0,NA,NA,0,0,1,0,0,NA,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,19,20,64,33,114,0.238095238095238,0.224489795918367,0.0136054421768707,0.0915584415584416,0.0779529993815708,231
"10",1,NA,1,NA,NA,0,0,NA,NA,0,0,1,0,0,NA,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,23,9,45,11,78,0.166666666666667,0.123595505617978,0.0430711610486891,-0.192857142857143,0.235928303905832,143
"11",1,NA,1,NA,NA,NA,0,NA,NA,0,0,1,0,0,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,32,187,86,434,0.146118721461187,0.165384615384615,-0.0192658939234282,-0.0250016016400794,0.00573570771665127,739
"12",1,NA,1,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,313,2270,612,4483,0.121176926054975,0.120117762512267,0.00105916354270791,-0.00730016071126276,0.00835932425397067,7678
"13",1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,13,0,49,0,1,1,0,0,0,62
"14",1,NA,1,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,31,1,37,8,45,0.0263157894736842,0.150943396226415,-0.124627606752731,-0.104545454545455,0.0200821522072763,91
"15",1,NA,1,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,0,1,0,NA,0,NA,NA,NA,NA,NA,0,0,1,0,0,1,32,2,11,3,37,0.153846153846154,0.075,0.0788461538461539,0.0678571428571429,0.010989010989011,53
"16",1,NA,1,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,33,7,56,15,123,0.111111111111111,0.108695652173913,0.00241545893719806,0.0673701298701299,0.0649546709329318,201
"17",1,0,1,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,0,NA,NA,34,1,25,8,80,0.0384615384615385,0.0909090909090909,-0.0524475524475524,0.159703504043127,0.212151056490679,114
"18",0,1,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,38,39,204,83,413,0.160493827160494,0.167338709677419,-0.00684488251692553,-0.0575666163901458,0.0507217338732203,739
"19",0,1,0,NA,NA,0,0,NA,NA,0,1,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,0,1,0,1,0,41,4,41,12,59,0.0888888888888889,0.169014084507042,-0.0801251956181534,-0.151709401709402,0.0715842060912484,116
"20",0,1,1,NA,NA,NA,0,NA,NA,0,1,0,0,0,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,42,9,36,10,89,0.2,0.101010101010101,0.098989898989899,0.056712962962963,0.0422769360269361,144
"21",0,1,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,1,0,43,25,106,51,203,0.190839694656489,0.200787401574803,-0.00994770691831459,0.0580271946564886,0.0679749015748032,385
"22",0,1,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,NA,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,44,25,42,33,85,0.373134328358209,0.279661016949153,0.0934733114090565,0.131848438300051,0.0383751268909948,185
"23",0,1,NA,NA,NA,0,0,NA,NA,0,0,0,0,1,NA,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,48,4,47,12,92,0.0784313725490196,0.115384615384615,-0.0369532428355958,-0.104471544715447,0.0675183018798514,155
"24",0,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,0,0,1,0,0,0,NA,1,0,0,0,0,1,51,10,34,16,65,0.227272727272727,0.197530864197531,0.0297418630751964,-0.172161172161172,0.201903035236369,125
"25",0,1,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,0,0,1,0,0,0,NA,1,0,0,NA,NA,0,52,10,41,19,104,0.196078431372549,0.154471544715447,0.0416068866571019,0.00454307181548139,0.0370638148416205,174
"26",0,1,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,NA,0,0,1,0,0,1,0,0,0,NA,0,NA,NA,0,0,1,55,3,25,2,48,0.107142857142857,0.04,0.0671428571428571,-0.113752122241087,0.180894979383944,78
"27",0,1,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,0,1,0,0,0,NA,0,NA,NA,0,0,1,56,36,158,59,302,0.185567010309278,0.163434903047091,0.022132107262187,0.0237751699371553,0.00164306267496836,555
"28",0,1,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,0,0,1,0,0,0,NA,0,NA,NA,NA,NA,0,58,39,247,62,480,0.136363636363636,0.114391143911439,0.0219724924521972,0.0429271203374778,0.0209546278852806,828
"29",0,1,1,NA,NA,0,1,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,NA,0,NA,NA,NA,NA,0,60,3,20,3,41,0.130434782608696,0.0681818181818182,0.0622529644268775,0.0567441860465116,0.00550877838036584,67
"30",0,1,0,NA,NA,NA,1,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,NA,0,NA,NA,NA,NA,0,61,7,31,9,65,0.184210526315789,0.121621621621622,0.0625889046941678,0.19047619047619,0.127887285782023,112
"31",0,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,579,2849,848,5862,0.168903150525088,0.126378539493294,0.0425246110317939,0.0528567297319377,0.0103321187001437,10138
"32",0,1,NA,NA,NA,NA,0,NA,NA,1,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,26,172,42,300,0.131313131313131,0.12280701754386,0.00850611376927168,0.125061850569025,0.116555736799754,540
