"","mens","womens","newbie","segment","visit","conversion","recency_1","recency_10","recency_11","recency_12","recency_2","recency_3","recency_4","recency_5","recency_6","recency_7","recency_8","recency_9","recency_1.1","recency_2.1","recency_3.1","recency_4.1","recency_5.1","recency_6.1","recency_7.1","zip_code_Rural","zip_code_Surburban","zip_code_Urban","channel_Multichannel","channel_Phone","channel_Web","leaf_index","n11","n12","n21","n22","pi_1","pi_2","phi","causal_effect_model","bias","N"
"1",1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,5,13,83,28,197,0.135416666666667,0.124444444444444,0.0109722222222222,-0.117735605612601,0.128707827834824,321
"2",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,7,93,598,221,1149,0.134587554269175,0.161313868613139,-0.0267263143439636,-0.065157891841338,0.0384315774973744,2061
"3",1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,1,0,NA,NA,0,9,5,66,16,108,0.0704225352112676,0.129032258064516,-0.0586097228532485,-0.0925730004231909,0.0339632775699423,195
"4",1,0,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,1,0,NA,NA,0,11,6,27,9,49,0.181818181818182,0.155172413793103,0.0266457680250784,-0.13203214695752,0.158677914982598,91
"5",1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,0,0,NA,0,1,0,NA,NA,0,13,3,36,10,58,0.0769230769230769,0.147058823529412,-0.0701357466063348,-0.0877450980392157,0.0176093514328809,107
"6",1,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,1,0,NA,NA,0,14,60,357,127,682,0.143884892086331,0.156983930778739,-0.0130990386924082,0.00769690366569431,0.0207959423581026,1226
"7",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,1,17,132,809,358,1628,0.140276301806589,0.180261832829809,-0.0399855310232199,-0.0281011772389301,0.0118843537842898,2927
"8",1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,1,19,2,19,10,34,0.0952380952380952,0.227272727272727,-0.132034632034632,-0.0652173913043478,0.0668172407302842,65
"9",1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,1,20,6,47,17,95,0.113207547169811,0.151785714285714,-0.038578167115903,0.106414932417936,0.144993099533839,165
"10",1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,1,22,3,19,6,41,0.136363636363636,0.127659574468085,0.00870406189555126,-0.0378787878787879,0.0465828497743391,69
"11",1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,1,23,4,50,16,79,0.0740740740740741,0.168421052631579,-0.0943469785575049,0.129464285714286,0.223811264271791,149
"12",1,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,26,4,15,8,36,0.210526315789474,0.181818181818182,0.0287081339712918,-0.182558139534884,0.211266273506176,63
"13",1,0,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,28,11,43,20,84,0.203703703703704,0.192307692307692,0.0113960113960114,-0.120021822149482,0.131417833545493,158
"14",1,0,1,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,30,8,43,9,52,0.156862745098039,0.147540983606557,0.00932176149148184,-0.0808270676691729,0.0901488291606548,112
"15",1,0,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,31,25,205,51,370,0.108695652173913,0.121140142517815,-0.0124444903439017,-0.0151266718106996,0.00268218146679791,651
"16",1,0,1,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA,0,NA,NA,0,NA,NA,34,3,26,9,72,0.103448275862069,0.111111111111111,-0.00766283524904214,-0.0985915492957746,0.0909287140467325,110
"17",1,0,1,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,35,9,98,21,223,0.0841121495327103,0.0860655737704918,-0.00195342423778153,-0.0303701772679875,0.028416753030206,351
"18",1,0,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,37,8,181,21,392,0.0423280423280423,0.0508474576271186,-0.00851941529907632,-0.0381873028931852,0.0296678875941089,602
"19",1,0,1,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,41,3,33,7,57,0.0833333333333333,0.109375,-0.0260416666666667,-0.1,0.0739583333333333,100
"20",1,0,1,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,42,1,45,4,81,0.0217391304347826,0.0470588235294118,-0.0253196930946292,0.0073627844712182,0.0326824775658474,131
"21",1,0,1,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,43,106,1138,254,2117,0.0852090032154341,0.107127794179671,-0.0219187909642369,-0.00656852248394003,0.0153502684802969,3615
"22",1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,1,0,0,0,0,NA,0,1,0,0,0,1,46,10,91,15,179,0.099009900990099,0.077319587628866,0.021690313361233,-0.0648577515979446,0.0865480649591776,295
"23",1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,1,0,0,0,0,NA,0,1,0,0,1,0,47,5,88,14,205,0.0537634408602151,0.0639269406392694,-0.0101634997790543,0.0376823524031646,0.0478458521822189,312
"24",1,0,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,1,0,NA,NA,49,0,15,6,43,0,0.122448979591837,-0.122448979591837,-0.0961538461538461,0.0262951334379906,64
"25",1,0,1,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,1,0,NA,NA,51,0,25,4,55,0,0.0677966101694915,-0.0677966101694915,-0.0252525252525252,0.0425440849169663,84
"26",1,0,1,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,1,0,0,0,0,NA,0,0,1,0,NA,NA,52,8,101,16,221,0.073394495412844,0.0675105485232067,0.0058839468896373,0.101639656362295,0.0957557094726577,346
