"","mens","womens","newbie","segment","visit","conversion","recency_1","recency_10","recency_11","recency_12","recency_2","recency_3","recency_4","recency_5","recency_6","recency_7","recency_8","recency_9","recency_1.1","recency_2.1","recency_3.1","recency_4.1","recency_5.1","recency_6.1","recency_7.1","zip_code_Rural","zip_code_Surburban","zip_code_Urban","channel_Multichannel","channel_Phone","channel_Web","leaf_index","n11","n12","n21","n22","pi_1","pi_2","phi","causal_effect_model","bias","N"
"1",1,NA,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,0,NA,NA,NA,6,9,46,32,80,0.163636363636364,0.285714285714286,-0.122077922077922,-0.287047405748414,0.164969483670492,167
"2",1,NA,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,7,5,24,21,54,0.172413793103448,0.28,-0.107586206896552,-0.140726933830382,0.0331407269338304,104
"3",1,NA,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,9,33,124,66,245,0.210191082802548,0.212218649517685,-0.0020275667151371,-0.0753270781022863,0.0732995113871492,468
"4",1,NA,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,1,NA,NA,NA,10,23,95,49,170,0.194915254237288,0.223744292237443,-0.0288290380001548,0.0227010388611004,0.0515300768612552,337
"5",1,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,1,14,32,90,70,188,0.262295081967213,0.271317829457364,-0.0090227474901512,-0.117276662731208,0.108253915241057,380
"6",1,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,1,0,0,0,1,16,60,364,124,663,0.141509433962264,0.157560355781449,-0.0160509218191844,-0.0775,0.0614490781808156,1211
"7",1,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,0,NA,0,0,1,17,85,390,178,805,0.178947368421053,0.181078331637843,-0.00213096321679071,-0.0293768042112413,0.0272458409944506,1458
"8",1,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,0,1,18,21,114,50,204,0.155555555555556,0.196850393700787,-0.0412948381452319,0.0351829988193625,0.0764778369645943,389
"9",1,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,22,126,839,359,1633,0.130569948186529,0.180220883534137,-0.049650935347608,-0.0296495129994632,0.0200014223481449,2957
"10",1,NA,0,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,23,19,181,42,314,0.095,0.117977528089888,-0.0229775280898876,0.0238725978102749,0.0468501259001625,556
"11",1,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,0,NA,NA,NA,0,26,3,15,4,22,0.166666666666667,0.153846153846154,0.0128205128205128,-0.141614906832298,0.154435419652811,44
"12",1,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,0,NA,0,0,0,NA,0,NA,NA,NA,0,27,3,37,14,72,0.075,0.162790697674419,-0.0877906976744186,0.0476190476190476,0.135409745293466,126
"13",1,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,0,28,5,35,13,75,0.125,0.147727272727273,-0.0227272727272727,0.113943028485757,0.13667030121303,128
"14",1,NA,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,29,13,79,27,140,0.141304347826087,0.161676646706587,-0.0203722988804999,0.0750624848826897,0.0954347837631896,259
"15",1,NA,1,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,41,233,97,507,0.14963503649635,0.160596026490066,-0.0109609899937158,-0.0471014492753623,0.0361404592816465,878
