,mens,womens,newbie,conversion,recency_1,recency_10,recency_11,recency_12,recency_2,recency_3,recency_4,recency_5,recency_6,recency_7,recency_8,recency_9,recency_1.1,recency_2.1,recency_3.1,recency_4.1,recency_5.1,recency_6.1,recency_7.1,zip_code_Rural,zip_code_Surburban,zip_code_Urban,channel_Multichannel,channel_Phone,channel_Web,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,0.0,,,0.0,1.0,0.0,0.12844,17,96,10,109,0.1504424778761062,0.08403361344537816,0.06640886443072805,0.06203113556927195,232
1,0.0,1.0,1.0,,0.0,0.0,,,0.0,,,,,0.0,,0.0,,,,,,,,0.0,,,,,,0.145246,117,823,57,867,0.12446808510638298,0.06168831168831169,0.06277977341807128,0.0824662265819287,1864
2,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,0.0,,,,,,0.086364,22,170,1,203,0.11458333333333333,0.004901960784313725,0.1096813725490196,0.02331737254901961,396
3,1.0,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.205357,49,170,40,199,0.2237442922374429,0.16736401673640167,0.056380275501041244,0.14897672449895877,458
4,1.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,0.0,0.07438,13,113,9,103,0.10317460317460317,0.08035714285714286,0.022817460317460306,0.051562539682539696,238
5,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,0.18894,33,161,25,172,0.17010309278350516,0.12690355329949238,0.04319953948401278,0.1457404605159872,391
6,0.0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,,,,,0.0,0.221374,49,189,25,224,0.20588235294117646,0.10040160642570281,0.10548074651547365,0.11589325348452634,487
7,1.0,1.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,0.0,1.0,,,0.0,0.221831,55,228,44,246,0.19434628975265017,0.15172413793103448,0.04262215182161569,0.1792088481783843,573
8,0.0,1.0,0.0,,,0.0,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.275,36,110,27,121,0.2465753424657534,0.18243243243243243,0.06414291003332098,0.21085708996667904,294
9,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.12973,23,157,22,173,0.12777777777777777,0.11282051282051282,0.014957264957264946,0.11477273504273507,375
10,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,0.0,,,,,0.0,0.037657,13,231,14,213,0.05327868852459016,0.06167400881057269,-0.008395320285982527,0.04605232028598253,471
11,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,1.0,0.0,,,0.0,0.052083,9,85,3,88,0.09574468085106383,0.03296703296703297,0.06277764788403087,0.010694647884030871,185
12,1.0,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.251282,39,156,30,156,0.2,0.16129032258064516,0.038709677419354854,0.21257232258064515,381
13,1.0,1.0,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.191781,40,103,20,123,0.27972027972027974,0.13986013986013987,0.13986013986013987,0.05192086013986014,286
14,1.0,1.0,,0.0,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,0.366197,44,100,22,127,0.3055555555555556,0.1476510067114094,0.15790454884414618,0.20829245115585382,293
15,0.0,1.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.132743,24,91,24,113,0.20869565217391303,0.17518248175182483,0.033513170422088207,0.0992298295779118,252
16,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.075758,9,133,8,99,0.06338028169014084,0.07476635514018691,-0.011386073450046066,0.08714407345004607,249
17,1.0,0.0,,,,0.0,0.0,,0.0,,,,,,,0.0,,,,,,,,0.0,,,,,0.0,0.099564,136,1238,146,1213,0.09898107714701601,0.10743193524650478,-0.00845085809948877,0.10801485809948877,2733
18,1.0,1.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0.0,,,0.0,0.0,1.0,0.224599,59,119,20,131,0.33146067415730335,0.13245033112582782,0.19901034303147552,0.02558865696852447,329
19,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.119266,9,68,5,78,0.11688311688311688,0.060240963855421686,0.056642153027695194,0.0626238469723048,160
20,1.0,1.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.254902,33,122,29,131,0.2129032258064516,0.18125,0.03165322580645161,0.2232487741935484,315
21,1.0,0.0,,,,0.0,,,0.0,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.178218,38,201,28,176,0.1589958158995816,0.13725490196078433,0.021740913938797263,0.15647708606120272,443
22,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,0.0,0.131387,13,122,9,122,0.0962962962962963,0.06870229007633588,0.027594006219960415,0.10379299378003959,266
23,0.0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,,,0.0,0.0,1.0,0.209677,48,130,32,159,0.2696629213483146,0.16753926701570682,0.10212365433260778,0.10755334566739222,369
24,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,0.0,1.0,0.126214,20,103,11,101,0.16260162601626016,0.09821428571428571,0.06438734030197445,0.061826659698025546,235
25,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,0.0,,0.193182,45,217,43,201,0.1717557251908397,0.1762295081967213,-0.00447378300588161,0.1976557830058816,506
26,0.0,1.0,0.0,,0.0,0.0,,,0.0,0.0,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.211753,185,850,114,902,0.178743961352657,0.11220472440944881,0.06653923694320818,0.14521376305679182,2051
27,0.0,1.0,1.0,,,0.0,,,0.0,,,,,,,,,,,,,,,1.0,0.0,0.0,,0.0,,0.188889,25,119,12,144,0.1736111111111111,0.07692307692307693,0.09668803418803418,0.09220096581196582,300
28,1.0,0.0,,,,0.0,,,0.0,,,,,,,0.0,,,0.0,,,,,0.0,,,0.0,0.0,1.0,0.117592,134,917,115,900,0.12749762131303521,0.11330049261083744,0.014197128702197775,0.10339487129780223,2066
