,mens,womens,newbie,conversion,recency_1,recency_10,recency_11,recency_12,recency_2,recency_3,recency_4,recency_5,recency_6,recency_7,recency_8,recency_9,recency_1.1,recency_2.1,recency_3.1,recency_4.1,recency_5.1,recency_6.1,recency_7.1,zip_code_Rural,zip_code_Surburban,zip_code_Urban,channel_Multichannel,channel_Phone,channel_Web,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,,0.0,0.0,1.0,0.174242,23,98,9,121,0.19008264462809918,0.06923076923076923,0.12085187539732994,0.053390124602670064,251
1,0.0,1.0,,,,,0.0,,0.0,0.0,,,,0.0,0.0,,,,0.0,,,,,,,,,,0.0,0.171014,208,1141,94,1262,0.1541882876204596,0.06932153392330384,0.08486675369715577,0.08614724630284423,2705
2,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,1.0,0.0,,,0.140845,18,126,18,129,0.125,0.12244897959183673,0.002551020408163268,0.13829397959183673,291
3,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.110236,9,94,10,102,0.08737864077669903,0.08928571428571429,-0.0019070735090152557,0.11214307350901526,215
4,0.0,1.0,,0.0,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.139241,25,117,22,123,0.176056338028169,0.15172413793103448,0.02433220009713452,0.11490879990286548,287
5,1.0,0.0,1.0,,,,,,,,,,,,,,,0.0,,,,,,1.0,0.0,0.0,,,0.0,0.120253,17,136,21,142,0.1111111111111111,0.12883435582822086,-0.01772324471710976,0.13797624471710976,316
6,1.0,1.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,1.0,0.0,0.0,,,,0.290909,50,98,51,111,0.33783783783783783,0.3148148148148148,0.023023023023023004,0.26788597697697697,310
7,1.0,1.0,,,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,,0.0,1.0,0.0,,0.0,,0.284264,49,138,28,173,0.2620320855614973,0.13930348258706468,0.12272860297443264,0.16153539702556738,388
8,1.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.17341,20,135,16,133,0.12903225806451613,0.10738255033557047,0.021649707728945658,0.15176029227105436,304
9,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,0.138756,31,172,13,217,0.15270935960591134,0.05652173913043478,0.09618762047547655,0.04256837952452344,433
10,1.0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.223464,63,143,38,167,0.3058252427184466,0.18536585365853658,0.12045938905991,0.10300461094009,411
11,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.071942,11,99,9,103,0.1,0.08035714285714286,0.019642857142857142,0.052299142857142863,222
12,1.0,1.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.235294,42,101,28,142,0.2937062937062937,0.16470588235294117,0.12900041135335252,0.10629358864664748,313
13,1.0,0.0,1.0,,,,0.0,,,,0.0,,,,,,0.0,0.0,,,,,,0.0,,,1.0,0.0,0.0,0.115741,17,201,16,175,0.0779816513761468,0.08376963350785341,-0.005787982131706615,0.12152898213170661,409
14,1.0,0.0,,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,,,0.121523,252,2178,243,2175,0.1037037037037037,0.10049627791563276,0.0032074257880709417,0.11831557421192906,4848
15,1.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.116071,9,100,7,100,0.08256880733944955,0.06542056074766354,0.017148246591786,0.09892275340821399,216
16,1.0,0.0,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.185792,24,150,22,166,0.13793103448275862,0.11702127659574468,0.020909757887013936,0.16488224211298608,362
17,1.0,1.0,,,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.227723,25,79,10,86,0.2403846153846154,0.10416666666666667,0.13621794871794873,0.09150505128205128,200
18,1.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,0.0,,,0.073267,26,422,35,415,0.05803571428571429,0.07777777777777778,-0.01974206349206349,0.09300906349206349,898
19,0.0,1.0,,,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,1.0,0.222886,182,885,115,1029,0.17057169634489222,0.10052447552447552,0.0700472208204167,0.1528387791795833,2211
20,1.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.239316,24,80,13,120,0.23076923076923078,0.09774436090225563,0.13302486986697515,0.10629113013302485,237
21,0.0,1.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,0.189696,79,349,65,377,0.18457943925233644,0.14705882352941177,0.03752061572292467,0.15217538427707533,870
22,0.0,1.0,0.0,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.193182,29,161,19,157,0.15263157894736842,0.10795454545454546,0.04467703349282297,0.14850496650717704,366
23,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,0.0,0.1,11,108,8,130,0.09243697478991597,0.057971014492753624,0.03446596029716235,0.06553403970283767,257
24,1.0,1.0,,,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0,1.0,,,,0.207143,59,224,37,233,0.20848056537102475,0.13703703703703704,0.0714435283339877,0.1356994716660123,553
25,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,0.0,,,0.139394,27,165,14,131,0.140625,0.09655172413793103,0.04407327586206897,0.09532072413793102,337
26,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,0.0,0.181818,35,186,19,177,0.1583710407239819,0.09693877551020408,0.061432265213777815,0.12038573478622219,417
