,mens,womens,newbie,conversion,recency_1,recency_10,recency_11,recency_12,recency_2,recency_3,recency_4,recency_5,recency_6,recency_7,recency_8,recency_9,recency_1.1,recency_2.1,recency_3.1,recency_4.1,recency_5.1,recency_6.1,recency_7.1,zip_code_Rural,zip_code_Surburban,zip_code_Urban,channel_Multichannel,channel_Phone,channel_Web,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.225275,39,161,21,142,0.195,0.12883435582822086,0.06616564417177914,0.15910935582822086,363
1,,1.0,,,,0.0,,,,,,0.0,0.0,,,,0.0,,,,,,,0.0,,,,,0.0,0.213636,276,1290,179,1296,0.17624521072796934,0.12135593220338983,0.054889278524579505,0.1587467214754205,3041
2,,1.0,,,,0.0,,,0.0,,,,0.0,,,0.0,,0.0,,,,,,0.0,,,0.0,0.0,1.0,0.214511,177,824,114,847,0.17682317682317683,0.1186264308012487,0.058196746021928134,0.15631425397807186,1962
3,1.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,0.150943,12,97,15,84,0.11009174311926606,0.15151515151515152,-0.04142340839588546,0.19236640839588545,208
4,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,0.0,,0.134328,16,122,18,122,0.11594202898550725,0.12857142857142856,-0.012629399585921311,0.1469573995859213,278
5,1.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.052174,6,110,4,115,0.05172413793103448,0.03361344537815126,0.018110692552883223,0.034063307447116775,235
6,,1.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,0.172414,76,209,43,225,0.26666666666666666,0.16044776119402984,0.10621890547263682,0.06619509452736319,553
7,1.0,0.0,0.0,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,0.139501,85,571,87,580,0.12957317073170732,0.13043478260869565,-0.0008616118769883274,0.1403626118769883,1323
8,1.0,0.0,1.0,,0.0,0.0,,,0.0,,,,,,,,0.0,0.0,,,,,,0.0,,,1.0,0.0,0.0,0.07438,10,105,8,125,0.08695652173913043,0.06015037593984962,0.02680614579928081,0.04757385420071919,248
9,,1.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,0.0,1.0,0.195745,49,184,36,192,0.21030042918454936,0.15789473684210525,0.052405692342444105,0.1433393076575559,461
10,,1.0,0.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.202532,44,137,26,143,0.2430939226519337,0.15384615384615385,0.08924776880577984,0.11328423119422015,350
11,1.0,0.0,1.0,,0.0,,,,0.0,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.112245,12,108,7,105,0.1,0.0625,0.037500000000000006,0.07474499999999999,232
12,,1.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.123457,82,495,42,529,0.14211438474870017,0.07355516637478109,0.06855921837391908,0.054897781626080916,1148
13,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.101695,8,136,3,122,0.05555555555555555,0.024,0.03155555555555555,0.07013944444444445,269
14,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,0.0,0.139896,43,170,16,170,0.20187793427230047,0.08602150537634409,0.11585642889595638,0.024039571104043617,399
15,1.0,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.205674,27,121,22,119,0.18243243243243243,0.15602836879432624,0.026404063638106184,0.1792699363618938,289
