,mens,womens,newbie,conversion,recency_1,recency_10,recency_11,recency_12,recency_2,recency_3,recency_4,recency_5,recency_6,recency_7,recency_8,recency_9,recency_1.1,recency_2.1,recency_3.1,recency_4.1,recency_5.1,recency_6.1,recency_7.1,zip_code_Rural,zip_code_Surburban,zip_code_Urban,channel_Multichannel,channel_Phone,channel_Web,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,1.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,0.0,,,,0.135135,18,164,20,159,0.0989010989010989,0.11173184357541899,-0.012830744674320091,0.1479657446743201,361
1,0.0,1.0,,,,0.0,,,0.0,0.0,,,0.0,,0.0,,,,0.0,,,,,,,,,,,0.187025,370,1755,205,1967,0.17411764705882352,0.0943830570902394,0.07973458996858411,0.10729041003141589,4297
2,,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,1.0,0.0,0.205882,19,128,12,131,0.1292517006802721,0.08391608391608392,0.045335616764188194,0.16054638323581183,290
3,,1.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.127031,103,567,62,628,0.1537313432835821,0.08985507246376812,0.06387627081981398,0.06315472918018603,1360
4,,1.0,,,,0.0,,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,0.180882,131,542,92,585,0.19465081723625557,0.1358936484490399,0.05875716878721568,0.12212483121278431,1350
5,1.0,0.0,1.0,,0.0,0.0,0.0,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,1.0,0.0,0.0,0.092308,13,128,13,120,0.09219858156028368,0.09774436090225563,-0.0055457793419719514,0.09785377934197195,274
6,,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,,,,,0.23913,28,114,21,114,0.19718309859154928,0.15555555555555556,0.041627543035993725,0.19750245696400628,277
7,,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,1.0,0.0,0.2,20,114,13,119,0.14925373134328357,0.09848484848484848,0.05076888285843509,0.14923111714156492,266
8,1.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.07438,6,99,3,102,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.045808571428571435,210
9,,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,1.0,0.265152,39,85,34,108,0.31451612903225806,0.23943661971830985,0.07507950931394822,0.19007249068605178,266
10,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,0.151515,56,256,23,271,0.1794871794871795,0.0782312925170068,0.10125588697017268,0.05025911302982733,606
11,1.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,0.0,0.110294,13,134,12,130,0.08843537414965986,0.08450704225352113,0.00392833189613874,0.10636566810386126,289
12,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,,,,0.134503,19,143,8,142,0.11728395061728394,0.05333333333333334,0.0639506172839506,0.07055238271604941,312
13,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.123457,17,113,21,88,0.13076923076923078,0.1926605504587156,-0.06189131968948483,0.18534831968948484,239
14,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.170996,80,323,44,359,0.19851116625310175,0.10918114143920596,0.08933002481389579,0.08166597518610422,806
15,1.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,1.0,0.0,0.0,0.0,,,0.163793,47,306,46,315,0.13314447592067988,0.12742382271468145,0.005720653205998433,0.15807234679400156,714
16,1.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,,,0.118094,199,1794,175,1952,0.09984947315604616,0.08227550540667607,0.01757396774937009,0.10052003225062991,4120
17,,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.210145,24,112,9,91,0.17647058823529413,0.09,0.08647058823529413,0.12367441176470587,236
18,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,0.165714,25,177,23,148,0.12376237623762376,0.13450292397660818,-0.010740547738984418,0.17645454773898442,373
19,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.07563,10,83,6,94,0.10752688172043011,0.06,0.04752688172043011,0.02810311827956989,193
20,,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.215116,31,148,11,146,0.17318435754189945,0.07006369426751592,0.10312066327438353,0.11199533672561647,336
21,1.0,1.0,,,,0.0,,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,0.287356,85,281,75,294,0.23224043715846995,0.2032520325203252,0.028988404638144755,0.2583675953618553,735
22,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.223077,20,107,21,123,0.15748031496062992,0.14583333333333334,0.011646981627296576,0.21143001837270342,271
23,1.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,,0.0,0.0,1.0,0.144,12,140,5,130,0.07894736842105263,0.037037037037037035,0.04191033138401559,0.1020896686159844,287
24,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.217822,12,83,11,87,0.12631578947368421,0.11224489795918367,0.014070891514500541,0.20375110848549943,193
25,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,1.0,,,,0.151261,19,108,14,114,0.14960629921259844,0.109375,0.04023129921259844,0.11102970078740157,255
26,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.167598,23,160,20,127,0.12568306010928962,0.1360544217687075,-0.010371361659417877,0.17796936165941787,330
27,,1.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1.0,0.0,0.0,0.19469,38,94,28,105,0.2878787878787879,0.21052631578947367,0.07735247208931423,0.11733752791068577,265
28,1.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,1.0,,,,0.097561,8,131,9,115,0.05755395683453238,0.07258064516129033,-0.01502668832675795,0.11258768832675795,263
