,mens,womens,newbie,conversion,recency_1,recency_10,recency_11,recency_12,recency_2,recency_3,recency_4,recency_5,recency_6,recency_7,recency_8,recency_9,recency_1.1,recency_2.1,recency_3.1,recency_4.1,recency_5.1,recency_6.1,recency_7.1,zip_code_Rural,zip_code_Surburban,zip_code_Urban,channel_Multichannel,channel_Phone,channel_Web,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,1.0,1.0,,,,,0.0,,,,,,,,,,0.0,0.0,,,,,,1.0,0.0,0.0,,,,0.350318,55,102,51,100,0.3503184713375796,0.33774834437086093,0.012570126966718664,0.33774787303328135,308
1,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,0.186398,84,294,41,295,0.2222222222222222,0.12202380952380952,0.10019841269841269,0.08619958730158732,714
2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.091667,14,123,2,94,0.10218978102189781,0.020833333333333332,0.08135644768856448,0.010310552311435517,233
3,0.0,1.0,1.0,,,,0.0,,,,0.0,,,0.0,,,0.0,,0.0,,,,,,,,0.0,,,0.15625,107,621,42,647,0.14697802197802198,0.06095791001451379,0.0860201119635082,0.0702298880364918,1417
4,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.272727,15,97,14,86,0.13392857142857142,0.14,-0.006071428571428589,0.27879842857142856,212
5,1.0,0.0,,,,0.0,0.0,,,,,0.0,,,0.0,,0.0,0.0,,,,,,,,,1.0,0.0,0.0,0.174603,75,298,51,353,0.20107238605898123,0.12623762376237624,0.07483476229660499,0.09976823770339502,777
6,1.0,1.0,,,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,0.326087,39,100,19,114,0.2805755395683453,0.14285714285714285,0.13771839671120245,0.18836860328879756,272
7,0.0,1.0,,,,,0.0,,,,0.0,,,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.181992,95,416,66,478,0.18590998043052837,0.1213235294117647,0.06458645101876366,0.11740554898123633,1055
8,0.0,1.0,0.0,,,,0.0,,,,0.0,,,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.139241,30,133,17,146,0.18404907975460122,0.10429447852760736,0.07975460122699386,0.05948639877300614,326
9,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,0.139098,39,209,27,253,0.15725806451612903,0.09642857142857143,0.0608294930875576,0.0782685069124424,528
10,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,,0.1875,35,155,20,183,0.18421052631578946,0.09852216748768473,0.08568835882810473,0.10181164117189527,393
11,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.210526,27,119,9,133,0.18493150684931506,0.06338028169014084,0.12155122515917421,0.08897477484082578,288
12,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.103448,20,116,13,149,0.14705882352941177,0.08024691358024691,0.06681190994916486,0.03663609005083514,298
13,1.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,0.108911,38,160,19,168,0.1919191919191919,0.10160427807486631,0.09031491384432559,0.0185960861556744,385
14,1.0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.316384,68,135,34,164,0.33497536945812806,0.1717171717171717,0.16325819774095635,0.15312580225904365,401
15,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,1.0,,,,0.137931,20,116,21,108,0.14705882352941177,0.16279069767441862,-0.015731874145006847,0.15366287414500684,265
16,1.0,0.0,,,,0.0,0.0,,,0.0,,0.0,,,0.0,,,,,,,,,,,,0.0,,,0.184937,440,2191,263,2415,0.16723679209426073,0.09820761762509335,0.06902917446916738,0.1159078255308326,5309
17,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.133333,23,118,15,118,0.16312056737588654,0.11278195488721804,0.0503386124886685,0.08299438751133151,274
18,0.0,1.0,0.0,,,,0.0,,,,0.0,,,0.0,,,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,,,0.231206,125,501,76,597,0.19968051118210864,0.11292719167904904,0.0867533195030596,0.14445268049694038,1299
19,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,0.134483,43,264,25,296,0.14006514657980457,0.0778816199376947,0.06218352664210987,0.07229947335789012,628
20,1.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.121864,39,250,22,268,0.13494809688581316,0.07586206896551724,0.05908602792029592,0.06277797207970408,579
21,0.0,1.0,1.0,,,,0.0,,,,0.0,,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,0.165079,45,269,27,278,0.14331210191082802,0.08852459016393442,0.0547875117468936,0.1102914882531064,619
22,0.0,1.0,0.0,,,,0.0,,,,0.0,,,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.184358,28,139,29,151,0.16766467065868262,0.16111111111111112,0.0065535595475715025,0.1778044404524285,347
23,0.0,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.136364,15,128,6,121,0.1048951048951049,0.047244094488188976,0.05765101040691592,0.07871298959308409,270
24,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,1.0,0.180851,28,75,10,90,0.27184466019417475,0.1,0.17184466019417474,0.00900633980582527,203
25,1.0,1.0,,,0.0,,0.0,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.325843,49,121,29,138,0.28823529411764703,0.17365269461077845,0.11458259950686858,0.2112604004931314,337
26,0.0,1.0,,,,,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,,1.0,0.0,0.0,0.173367,69,320,40,353,0.17737789203084833,0.10178117048346055,0.07559672154738778,0.09777027845261221,782
27,1.0,1.0,1.0,,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,,,,,,0.295082,90,206,42,219,0.30405405405405406,0.16091954022988506,0.143134513824169,0.151947486175831,557
28,0.0,1.0,0.0,,,,0.0,,,,0.0,,,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.171765,91,341,43,352,0.21064814814814814,0.10886075949367088,0.10178738865447726,0.06997761134552274,827
29,0.0,1.0,1.0,,,,0.0,,,,0.0,,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.115385,25,287,16,304,0.08012820512820513,0.05,0.030128205128205132,0.08525679487179487,632
30,1.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.170213,18,168,6,150,0.0967741935483871,0.038461538461538464,0.05831265508684863,0.11190034491315137,342
31,1.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.133803,13,83,6,104,0.13541666666666666,0.05454545454545454,0.08087121212121212,0.052931787878787884,206
32,1.0,1.0,,,0.0,,0.0,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.353448,36,87,14,88,0.2926829268292683,0.13725490196078433,0.15542802486848395,0.19801997513151604,225
