,mens,womens,newbie,conversion,recency_1,recency_10,recency_11,recency_12,recency_2,recency_3,recency_4,recency_5,recency_6,recency_7,recency_8,recency_9,recency_1.1,recency_2.1,recency_3.1,recency_4.1,recency_5.1,recency_6.1,recency_7.1,zip_code_Rural,zip_code_Surburban,zip_code_Urban,channel_Multichannel,channel_Phone,channel_Web,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,1.0,1.0,,,,,0.0,,,,,,,,,,0.0,0.0,,,,,,1.0,0.0,0.0,,,,0.318471,60,97,41,105,0.3821656050955414,0.2808219178082192,0.10134368728732224,0.21712731271267777,303
1,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,0.0,,,,,0.216049,34,135,24,155,0.20118343195266272,0.1340782122905028,0.06710521966215993,0.14894378033784006,348
2,1.0,0.0,,,,,0.0,,,,,,,0.0,,,0.0,0.0,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,0.174603,42,181,22,173,0.18834080717488788,0.11282051282051282,0.07552029435437506,0.09908270564562495,418
3,0.0,1.0,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,0.17228,371,2185,231,2325,0.14514866979655713,0.0903755868544601,0.05477308294209704,0.11750691705790295,5112
4,1.0,0.0,0.0,,,,0.0,,,,,,,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.1925,74,287,37,324,0.20498614958448755,0.10249307479224377,0.10249307479224377,0.09000692520775623,722
5,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.0,1.0,0.0,0.104348,15,83,8,100,0.15306122448979592,0.07407407407407407,0.07898715041572185,0.025360849584278145,206
6,1.0,0.0,,,,,0.0,,,,,,,0.0,,,0.0,0.0,0.0,,,,,0.0,1.0,0.0,0.0,,,0.226667,47,173,25,180,0.21363636363636362,0.12195121951219512,0.0916851441241685,0.1349818558758315,425
7,0.0,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,0.125,29,128,12,139,0.18471337579617833,0.07947019867549669,0.10524317712068164,0.01975682287931836,308
8,1.0,1.0,1.0,,,,0.0,,,,,,,,,,0.0,0.0,,,,,,0.0,,,0.0,,,0.282548,102,244,52,290,0.2947976878612717,0.15204678362573099,0.1427509042355407,0.1397970957644593,688
9,1.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.095588,13,130,11,141,0.09090909090909091,0.07236842105263158,0.01854066985645933,0.07704733014354068,295
10,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,,0.0,,0.212598,23,119,16,88,0.1619718309859155,0.15384615384615385,0.008125677139761645,0.20447232286023836,246
11,1.0,0.0,,,,,0.0,,,,,,,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.185484,39,204,29,213,0.16049382716049382,0.11983471074380166,0.04065911641669216,0.14482488358330786,485
12,1.0,0.0,,,,,0.0,,,0.0,0.0,,,0.0,,,,0.0,,,0.0,,,,0.0,,,,,0.197258,228,1064,143,1182,0.17647058823529413,0.1079245283018868,0.06854605993340733,0.12871194006659264,2617
13,0.0,1.0,1.0,0.0,,,0.0,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.075472,15,82,7,107,0.15463917525773196,0.06140350877192982,0.09323566648580214,0.017763666485802146,211
