,mens,womens,newbie,conversion,recency_1,recency_10,recency_11,recency_12,recency_2,recency_3,recency_4,recency_5,recency_6,recency_7,recency_8,recency_9,recency_1.1,recency_2.1,recency_3.1,recency_4.1,recency_5.1,recency_6.1,recency_7.1,zip_code_Rural,zip_code_Surburban,zip_code_Urban,channel_Multichannel,channel_Phone,channel_Web,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,1.0,0.0,,,0.0,,0.0,,,,,,,0.0,,,0.0,,,,,0.0,,,,,0.0,0.0,1.0,0.227047,151,700,114,805,0.17743830787309048,0.12404787812840043,0.05339042974469005,0.17365657025530995,1770
1,1.0,1.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,1.0,0.0,0.0,,,,0.341176,57,96,59,107,0.37254901960784315,0.35542168674698793,0.017127332860855216,0.32404866713914476,319
2,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,,0.104265,11,164,8,175,0.06285714285714286,0.04371584699453552,0.019141295862607342,0.08512370413739265,358
3,0.0,1.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,0.195079,231,979,146,1036,0.19090909090909092,0.12351945854483926,0.06738963236425166,0.12768936763574834,2392
4,1.0,0.0,,,0.0,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,0.0,0.152493,237,1095,110,1198,0.17792792792792791,0.08409785932721713,0.09383006860071079,0.0586629313992892,2640
5,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,,,,0.194444,31,110,16,138,0.2198581560283688,0.1038961038961039,0.1159620521322649,0.0784819478677351,295
6,1.0,1.0,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,1.0,0.0,0.0,0.29717,68,148,33,193,0.3148148148148148,0.14601769911504425,0.16879711569977057,0.12837288430022942,442
7,1.0,1.0,1.0,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,0.0,0.0,1.0,0.337748,33,112,16,117,0.22758620689655173,0.12030075187969924,0.1072854550168525,0.2304625449831475,278
8,1.0,1.0,1.0,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,0.0,1.0,0.0,0.303226,31,90,21,125,0.256198347107438,0.14383561643835616,0.11236273066908184,0.19086326933091816,267
9,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,0.171975,33,154,23,172,0.17647058823529413,0.11794871794871795,0.05852187028657618,0.1134531297134238,382
10,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,,0.0,0.245614,44,227,38,215,0.16236162361623616,0.15019762845849802,0.012163995157738139,0.23345000484226186,524
11,1.0,1.0,0.0,,0.0,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,,0.315574,78,156,36,185,0.3333333333333333,0.16289592760180996,0.17043740573152336,0.14513659426847667,455
12,1.0,0.0,1.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,0.188679,15,81,16,76,0.15625,0.17391304347826086,-0.017663043478260865,0.20634204347826088,188
