,mens,womens,newbie,conversion,recency_1,recency_10,recency_11,recency_12,recency_2,recency_3,recency_4,recency_5,recency_6,recency_7,recency_8,recency_9,recency_1.1,recency_2.1,recency_3.1,recency_4.1,recency_5.1,recency_6.1,recency_7.1,zip_code_Rural,zip_code_Surburban,zip_code_Urban,channel_Multichannel,channel_Phone,channel_Web,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,,,,1.0,0.0,0.0,,,,0.171717,26,86,12,91,0.23214285714285715,0.11650485436893204,0.11563800277392511,0.0560789972260749,215
1,,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.20765,29,153,26,163,0.15934065934065933,0.13756613756613756,0.02177452177452177,0.18587547822547823,371
2,1.0,0.0,1.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,,,,,,,,,0.0,,,,,,0.125948,184,1114,93,1225,0.14175654853620956,0.07056145675265554,0.07119509178355402,0.05475290821644599,2616
3,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.15625,21,100,8,130,0.17355371900826447,0.057971014492753624,0.11558270451551084,0.04066729548448916,259
4,1.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.125,35,225,17,260,0.1346153846153846,0.061371841155234655,0.07324354346014995,0.051756456539850046,537
5,1.0,0.0,0.0,,,,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.208633,33,103,25,123,0.2426470588235294,0.16891891891891891,0.0737281399046105,0.13490486009538952,284
6,,,,,,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.305556,26,64,19,77,0.28888888888888886,0.19791666666666666,0.0909722222222222,0.2145837777777778,186
7,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,0.0,0.0,,,,0.280822,34,133,29,137,0.20359281437125748,0.1746987951807229,0.02889401919053458,0.25192798080946543,333
8,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,0.24812,23,117,19,104,0.16428571428571428,0.15447154471544716,0.009814169570267123,0.23830583042973288,263
9,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,0.0,,,,0.0,,0.209524,40,150,24,158,0.21052631578947367,0.13186813186813187,0.0786581839213418,0.1308658160786582,372
10,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,,,,,,,,,,,0.104348,12,78,9,102,0.13333333333333333,0.08108108108108109,0.052252252252252246,0.05209574774774775,201
11,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,1.0,,,,0.131148,29,112,13,137,0.20567375886524822,0.08666666666666667,0.11900709219858155,0.012140907801418438,291
12,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,1.0,0.0,0.089655,29,116,11,137,0.2,0.07432432432432433,0.12567567567567567,0.03602067567567567,293
13,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,1.0,,,,0.170732,30,134,20,129,0.18292682926829268,0.1342281879194631,0.04869864134882959,0.1220333586511704,313
14,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,1.0,0.0,0.137755,24,154,23,182,0.1348314606741573,0.11219512195121951,0.022636338722937785,0.1151186612770622,383
15,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,,0.151261,19,98,14,106,0.1623931623931624,0.11666666666666667,0.04572649572649573,0.10553450427350428,237
16,,,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,,,,1.0,0.0,0.0,,,,0.245742,200,695,131,677,0.22346368715083798,0.16212871287128713,0.06133497427955084,0.18440702572044915,1703
17,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,0.0,,,,,,0.133466,71,433,17,424,0.14087301587301587,0.03854875283446712,0.10232426303854875,0.031141736961451255,945
18,,1.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.213369,587,2339,343,2602,0.20061517429938483,0.1164685908319185,0.08414658346746633,0.1292224165325337,5871
19,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,0.149002,109,551,65,638,0.16515151515151516,0.09246088193456614,0.07269063321694902,0.07631136678305098,1363
20,1.0,0.0,0.0,,,,0.0,,,,,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,0.212797,282,1118,156,1237,0.20142857142857143,0.11198851399856424,0.08944005743000719,0.1233569425699928,2793
21,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,,0.0,0.0,0.0,,,,,,,0.132653,24,81,10,89,0.22857142857142856,0.10101010101010101,0.12756132756132754,0.005091672438672451,204
22,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,,0.0,,0.24031,28,95,15,93,0.22764227642276422,0.1388888888888889,0.08875338753387532,0.15155661246612467,231
23,1.0,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.072,25,217,7,240,0.10330578512396695,0.02834008097165992,0.07496570415230702,0.0029657041523070277,489
24,0.0,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.104839,20,131,7,114,0.13245033112582782,0.05785123966942149,0.07459909145640634,0.030239908543593666,272
25,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.114504,14,116,10,141,0.1076923076923077,0.06622516556291391,0.041467142129393786,0.07303685787060621,281
