,mens,womens,newbie,conversion,recency_1,recency_10,recency_11,recency_12,recency_2,recency_3,recency_4,recency_5,recency_6,recency_7,recency_8,recency_9,recency_1.1,recency_2.1,recency_3.1,recency_4.1,recency_5.1,recency_6.1,recency_7.1,zip_code_Rural,zip_code_Surburban,zip_code_Urban,channel_Multichannel,channel_Phone,channel_Web,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,1.0,1.0,,,,,0.0,,,0.0,,0.0,,,,,0.0,0.0,,,,0.0,,,,,0.0,1.0,0.0,0.359551,81,161,48,194,0.3347107438016529,0.19834710743801653,0.13636363636363635,0.22318736363636366,484
1,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.176991,22,134,16,111,0.14102564102564102,0.12598425196850394,0.015041389057137089,0.16194961094286292,283
2,1.0,0.0,,,,,0.0,,,,,0.0,,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.158812,257,1310,123,1424,0.16400765794511807,0.07950872656755009,0.08449893137756798,0.07431306862243203,3114
3,0.0,1.0,,,0.0,,0.0,,,,,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.185185,24,100,10,102,0.1935483870967742,0.08928571428571429,0.1042626728110599,0.08092232718894009,236
4,0.0,1.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,,0.07971,25,124,6,135,0.16778523489932887,0.0425531914893617,0.12523204340996716,0.045522043409967156,290
5,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,0.160173,128,608,75,660,0.17391304347826086,0.10204081632653061,0.07187222715173025,0.08830077284826976,1471
6,1.0,1.0,,,,,0.0,,,0.0,,0.0,,,,,0.0,0.0,,,,0.0,,,,,1.0,0.0,0.0,0.306034,75,146,41,206,0.3393665158371041,0.1659919028340081,0.17337461300309598,0.132659386996904,468
7,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,,0.137405,15,121,12,116,0.11029411764705882,0.09375,0.01654411764705882,0.12086088235294118,264
8,1.0,,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,0.138158,14,117,11,135,0.10687022900763359,0.07534246575342465,0.03152776325420893,0.10663023674579107,277
9,0.0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,,,0.0,1.0,0.0,0.200893,44,155,26,189,0.22110552763819097,0.12093023255813953,0.10017529508005144,0.10071770491994855,414
10,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,,0.0,,,,,,,,0.148515,61,244,29,276,0.2,0.09508196721311475,0.10491803278688526,0.04359696721311475,610
11,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,,0.142857,35,125,19,151,0.21875,0.11176470588235295,0.10698529411764705,0.03587170588235296,330
12,,,1.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,,,0.209302,50,147,26,168,0.25380710659898476,0.13402061855670103,0.11978648804228373,0.08951551195771626,391
13,0.0,1.0,,,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,0.169917,390,2209,224,2345,0.15005771450557906,0.08719346049046321,0.06286425401511585,0.10705274598488417,5168
14,1.0,0.0,,,,,0.0,,,,,0.0,,0.0,,,0.0,,,,,0.0,,,,,0.0,,,0.193427,319,1553,205,1722,0.1704059829059829,0.10638297872340426,0.06402300418257865,0.12940399581742135,3799
15,,,1.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,0.0,0.0,0.181818,29,95,20,107,0.23387096774193547,0.15748031496062992,0.07639065278130555,0.10542734721869446,251
16,0.0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,0.168067,29,66,7,124,0.30526315789473685,0.05343511450381679,0.2518280433909201,0.08376104339092008,226
17,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,0.0,0.0,,,,,,,0.129771,50,284,31,295,0.1497005988023952,0.0950920245398773,0.05460857426251789,0.07516242573748211,660
18,1.0,0.0,,,,,0.0,,,,,0.0,,0.0,,,0.0,0.0,,,,0.0,,,,,1.0,0.0,0.0,0.171795,74,298,48,313,0.1989247311827957,0.1329639889196676,0.06596074226312809,0.10583425773687191,733
19,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,,,0.0,,0.184932,32,85,16,102,0.27350427350427353,0.13559322033898305,0.13791105316529048,0.04702094683470953,235
20,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,,0.229814,22,118,18,123,0.15714285714285714,0.1276595744680851,0.029483282674772043,0.20033071732522795,281
21,1.0,1.0,,,,,0.0,,,0.0,,0.0,,,,,0.0,0.0,,,,0.0,,,,,0.0,0.0,1.0,0.323194,86,197,56,205,0.303886925795053,0.21455938697318008,0.08932753882187291,0.23386646117812707,544
