,mens,womens,newbie,conversion,recency_1,recency_10,recency_11,recency_12,recency_2,recency_3,recency_4,recency_5,recency_6,recency_7,recency_8,recency_9,recency_1.1,recency_2.1,recency_3.1,recency_4.1,recency_5.1,recency_6.1,recency_7.1,zip_code_Rural,zip_code_Surburban,zip_code_Urban,channel_Multichannel,channel_Phone,channel_Web,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,1.0,,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.245033,39,92,25,115,0.29770992366412213,0.17857142857142858,0.11913849509269356,0.12589450490730644,271
1,1.0,1.0,0.0,,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,,0.326425,70,141,28,147,0.33175355450236965,0.16,0.17175355450236965,0.15467144549763037,386
2,0.0,1.0,,,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,,,,,,,,,,,,0.198139,315,1412,199,1609,0.18239722061378114,0.11006637168141593,0.0723308489323652,0.12580815106763482,3535
3,0.0,1.0,,,,0.0,0.0,0.0,,,,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.165854,168,820,107,922,0.1700404858299595,0.10398445092322643,0.06605603490673308,0.09979796509326692,2017
4,1.0,0.0,0.0,,,0.0,,,,,,,,,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.235294,39,104,24,122,0.2727272727272727,0.1643835616438356,0.1083437110834371,0.1269502889165629,289
5,1.0,1.0,1.0,,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,,0.0,,,0.0,,,0.294355,68,159,34,201,0.29955947136563876,0.14468085106382977,0.154878620301809,0.139476379698191,462
6,1.0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.303665,66,123,36,161,0.3492063492063492,0.18274111675126903,0.16646523245508016,0.13719976754491986,386
7,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.123967,20,113,13,148,0.15037593984962405,0.08074534161490683,0.06963059823471722,0.054336401765282774,294
8,1.0,0.0,,,,0.0,,,,,,,,,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.114286,36,165,20,150,0.1791044776119403,0.11764705882352941,0.06145741878841088,0.05282858121158912,371
9,0.0,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.105072,48,233,24,218,0.1708185053380783,0.09917355371900827,0.07164495161907003,0.03342704838092997,523
10,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,0.0,0.0,0.0,,,,,,0.0,0.179487,27,103,12,112,0.2076923076923077,0.0967741935483871,0.11091811414392061,0.0685688858560794,254
11,,1.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,1.0,0.0,,,,0.219048,22,96,14,121,0.1864406779661017,0.1037037037037037,0.082736974262398,0.136311025737602,253
12,1.0,0.0,1.0,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.171429,55,339,33,365,0.13959390862944163,0.0829145728643216,0.05667933576512002,0.11474966423487998,792
13,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,0.104,26,195,14,246,0.11764705882352941,0.05384615384615385,0.06380090497737556,0.040199095022624434,481
14,1.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.096296,16,141,11,142,0.10191082802547771,0.0718954248366013,0.03001540318887641,0.0662805968111236,310
15,1.0,0.0,1.0,,,0.0,,,,,,,,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.181034,12,81,9,87,0.12903225806451613,0.09375,0.035282258064516125,0.14575174193548388,189
16,0.0,1.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.162162,23,140,5,131,0.1411042944785276,0.03676470588235294,0.10433958859617465,0.05782241140382535,299
17,1.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.134146,11,113,5,121,0.08870967741935484,0.03968253968253968,0.04902713773681516,0.08511886226318482,250
18,1.0,,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,,,,1.0,0.0,0.0,,0.0,,0.278761,44,139,44,166,0.24043715846994534,0.20952380952380953,0.030913348946135816,0.24784765105386417,393
19,1.0,0.0,0.0,,,0.0,,,,,,,,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.176991,31,108,21,90,0.22302158273381295,0.1891891891891892,0.03383239354462375,0.14315860645537626,250
