"","node","size","n.1","n.0","trt.effect","var","vname","cut","score","score.test","size.test","n11","n12","n21","n22","CATE","bias","N"
"2","11",14395,4783,9612,-0.0236862217231597,NA,NA,NA,NA,NA,14395,513,4326,1236,8348,-0.022951302387633,0.000734919335526621,14423
"473","12",17605,5877,11728,0.0342053304660037,NA,NA,NA,NA,NA,17605,1077,4811,1797,9892,0.0291801220815185,0.00502520838448525,17577
