"","node","size","n.1","n.0","trt.effect","var","vname","cut","score","score.test","size.test","n11","n12","n21","n22","CATE","bias","N"
"2","11",14343,4799,9544,0.0352910820517058,NA,NA,NA,NA,NA,14343,822,4026,1218,8325,0.0419216355775785,0.00663055352587277,14391
"468","121",8662,2911,5751,-0.043305300032656,NA,NA,NA,NA,NA,8662,445,2368,1035,4711,-0.0219312057328185,0.0213740942998376,8559
"777","122",8995,2973,6022,-0.00386256112384425,NA,NA,NA,NA,NA,8995,362,2681,759,5248,-0.00739103754569172,0.00352847642184746,9050
