"","node","size","n.1","n.0","trt.effect","var","vname","cut","score","score.test","size.test","n11","n12","n21","n22","CATE","bias","N"
"2","11",14456,4828,9628,0.0373088502913176,NA,NA,NA,NA,NA,14456,812,4007,1216,8243,0.0399448732124912,0.0026360229211736,14278
"455","12",17544,5843,11701,-0.0259853073931536,NA,NA,NA,NA,NA,17544,842,5055,1830,9995,-0.011972404357969,0.0140129030351847,17722
