"","node","size","n.1","n.0","trt.effect","var","vname","cut","score","score.test","size.test","n11","n12","n21","n22","CATE","bias","N"
"3","111",13426,4517,8909,-0.0262441288572649,NA,NA,NA,NA,NA,13426,494,3970,1208,7810,-0.0232912311577562,0.00295289769950878,13482
"402","112",926,318,608,0.0522591857000993,NA,NA,NA,NA,NA,926,26,297,91,570,-0.0571748406345578,0.109434026334657,984
"450","121",17039,5612,11427,0.0330125421646759,NA,NA,NA,NA,NA,17039,1006,4714,1639,9482,0.0284952930353524,0.00451724912932355,16841
"1023","122",609,193,416,0.14186428856118,NA,NA,NA,NA,NA,609,50,190,99,354,-0.0102097130242826,0.152074001585462,693
