"","node","size","n.1","n.0","trt.effect","var","vname","cut","score","score.test","size.test","n11","n12","n21","n22","CATE","bias","N"
"2","11",14351,4756,9595,-0.0240545060658959,NA,NA,NA,NA,NA,14351,540,4326,1283,8318,-0.0226578073004366,0.00139669876545927,14467
"455","12",17649,5973,11676,0.0362522925621618,NA,NA,NA,NA,NA,17649,1049,4743,1809,9932,0.0270364163969957,0.00921587616516603,17533
