"","node","size","n.1","n.0","trt.effect","var","vname","cut","score","score.test","size.test","n11","n12","n21","n22","CATE","bias","N"
"2","11",14381,4774,9607,0.0431049591204989,NA,NA,NA,NA,NA,14381,820,4053,1272,8208,0.0340969485696177,0.00900801055088118,14353
"493","12",17619,5879,11740,-0.0182657760579407,NA,NA,NA,NA,NA,17619,803,5058,1846,9940,-0.0196191693921223,0.00135339333418158,17647
